"_id","experiment","session","condition","lm_scenarios","tm_scenarios","ls_n","lt_n","ts_n","tt_n","d_n","ls_t","lt_t","ts_t","tt_t","d_t","draw_t","totalTime","subject","linear_score","triangular_score","linear_time","triangular_time","score_diff","time_diff","totalScore","demo1","demo2"
"ObjectId(""58e45ca4d46cc6fa347e6b45"")","reverse","juliet","1","axis","longmire","4","9","5","8","2","127547","245656","118415","217142","162691","441470","1694999","0YH05","13","13","373203","335557","0","37646","28","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""China""}"
"ObjectId(""58e45ca4d46cc6fa347e6b46"")","experiment","juliet","1","longmire","axis","4","4","1","2","1","160536","427708","209748","317492","533224","297401","2323129","QP9F4","8","3","588244","527240","-5","61004","12","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""21"",""Q1"":""China""}"
"ObjectId(""58e45ca4d46cc6fa347e6b47"")","experiment","juliet","1","longmire","axis","3","4","2","8","1","181805","370971","220025","234185","80766","837224","2274602","C7Q4N","7","10","552776","454210","3","98566","18","{""Q0"":""English"",""Q1"":""First"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""USA""}"
"ObjectId(""58e45ca4d46cc6fa347e6b48"")","reverse","juliet","1","axis","longmire","5","10","3","8","1","127347","425079","154618","412803","81648","671040","2199332","ZRVFN","15","11","552426","567421","-4","-14995","27","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""United States""}"
"ObjectId(""58e45ca4d46cc6fa347e6b49"")","experiment","juliet","1","axis","longmire","4","6","5","8","2","247392","508587","270021","625509","236975","621256","2976392","7VJSF","10","13","755979","895530","3","-139551","25","{""Q0"":""Spanish"",""Q1"":""First"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""18"",""Q1"":""United States\n""}"
"ObjectId(""58e45ca4d46cc6fa347e6b4a"")","experiment","juliet","4","longmire","axis","5","5","2","4","0","210584","420701","206351","583291","208092","505511","2476244","KAT2Z","10","6","631285","789642","-4","-158357","16","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Fine Arts"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""20"",""Q1"":""USA""}"
"ObjectId(""58e45ca4d46cc6fa347e6b4b"")","experiment","juliet","4","axis","longmire","5","5","4","7","1","179064","381512","150986","309167","458601","304778","2173682","NEVPT","10","11","560576","460153","1","100423","22","{""Q0"":""Mandarin or Cantonese"",""Q1"":""First"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""18"",""Q1"":""China""}"
"ObjectId(""58e45ca4d46cc6fa347e6b4c"")","experiment","juliet","4","axis","longmire","3","6","5","8","0","191884","400683","131897","302002","45962","586012","2030201","OWMTU","9","13","592567","433899","4","158668","22","{""Q0"":""English"",""Q1"":""Fourth"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""United States""}"
"ObjectId(""58e45ca4d46cc6fa347e6b4d"")","reverse","juliet","1","longmire","axis","3","6","1","5","1","132713","319069","299984","349229","177510","852973","2490905","GFLB2","9","6","451782","649213","-3","-197431","16","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""20"",""Q1"":""USA""}"
"ObjectId(""58e45ca4d46cc6fa347e6b4e"")","experiment","juliet","4","longmire","axis","3","5","4","7","0","91474","437635","216247","290660","160019","182989","1718210","4UBJB","8","11","529109","506907","3","22202","19","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""22"",""Q1"":""United States""}"
