_id,block,answer,correct,scaffold,question,scenario,graph,condition,session,experiment,subject,time_elapsed,trial_index,rt,rt_sec,q_order
"ObjectId(""58e45d80d46cc6fa347e7a96"")",linear_testing,FGMO,1,none,before+overlap,axis,linear,4,hotel,reverse,Z10XW,1342392,30,62949,63,10
"ObjectId(""58e45d80d46cc6fa347e7a97"")",linear_testing,45,0,none,starts,axis,linear,4,hotel,reverse,Z10XW,1411267,31,67518,68,11
"ObjectId(""58e45d80d46cc6fa347e7a98"")",linear_testing,9,1,none,start+duration,axis,linear,4,hotel,reverse,Z10XW,1433974,32,21363,21,12
"ObjectId(""58e45d80d46cc6fa347e7a99"")",linear_testing,G,1,none,starts+finishes,axis,linear,4,hotel,reverse,Z10XW,1452102,33,16840,17,13
"ObjectId(""58e45d80d46cc6fa347e7a9a"")",linear_testing,DMNO,1,none,contain+duration,axis,linear,4,hotel,reverse,Z10XW,1498737,34,45380,45,14
"ObjectId(""58e45d80d46cc6fa347e7a9b"")",linear_testing,FMO,1,none,during,axis,linear,4,hotel,reverse,Z10XW,1523976,35,23974,24,15
"ObjectId(""58e45d80d46cc6fa347e7a9d"")",drawingTest,E2,0,none,duration,jones,none,4,hotel,reverse,Z10XW,3337244,38,163328,163,
"ObjectId(""58e45d80d46cc6fa347e7a9e"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,4,hotel,reverse,Z10XW,3385931,39,47340,47,
"ObjectId(""58e45dc9d46cc6fa347e7e35"")",linear_scaffolded,CDL,1,describe-how,start,longmire,linear,2,golf,experiment,9ZMW8,601016,5,34060,34,1
"ObjectId(""58e45dc9d46cc6fa347e7e36"")",linear_scaffolded,HJKLMNO,1,describe-how,end,longmire,linear,2,golf,experiment,9ZMW8,629011,6,26671,27,2
"ObjectId(""58e45dc9d46cc6fa347e7e37"")",linear_scaffolded,GO,1,describe-how,duration,longmire,linear,2,golf,experiment,9ZMW8,667951,7,37686,38,3
"ObjectId(""58e45dc9d46cc6fa347e7e38"")",linear_scaffolded,1,1,describe-how,midpoint,longmire,linear,2,golf,experiment,9ZMW8,681919,8,12693,13,4
"ObjectId(""58e45dc9d46cc6fa347e7e39"")",linear_scaffolded,A,1,describe-how,start+overlap,longmire,linear,2,golf,experiment,9ZMW8,694970,9,11802,12,5
"ObjectId(""58e45dc9d46cc6fa347e7e3a"")",linear_testing,O,1,none,meets,longmire,linear,2,golf,experiment,9ZMW8,706719,10,10482,10,6
"ObjectId(""58e45dc9d46cc6fa347e7e3b"")",linear_testing,KL,1,none,during+overlap,longmire,linear,2,golf,experiment,9ZMW8,740188,11,32214,32,7
"ObjectId(""58e45dc9d46cc6fa347e7e3c"")",linear_testing,BCDFGHIJLO,0,none,during,longmire,linear,2,golf,experiment,9ZMW8,808813,12,67372,67,8
"ObjectId(""58e45dc9d46cc6fa347e7e3d"")",linear_testing,ABDF,0,none,before+overlap,longmire,linear,2,golf,experiment,9ZMW8,830930,13,20694,21,9
"ObjectId(""58e45dc9d46cc6fa347e7e3e"")",linear_testing,6784,0,none,starts,longmire,linear,2,golf,experiment,9ZMW8,876839,14,44650,45,10
"ObjectId(""58e45dc9d46cc6fa347e7e3f"")",linear_testing,,0,none,finishes,longmire,linear,2,golf,experiment,9ZMW8,911754,15,33664,34,11
"ObjectId(""58e45dc9d46cc6fa347e7e40"")",linear_testing,C,1,none,starts+finishes,longmire,linear,2,golf,experiment,9ZMW8,928858,16,15841,16,12
"ObjectId(""58e45dc9d46cc6fa347e7e41"")",linear_testing,GO,1,none,contain+duration,longmire,linear,2,golf,experiment,9ZMW8,945258,17,15148,15,13
"ObjectId(""58e45dc9d46cc6fa347e7e42"")",linear_testing,AMN,1,none,overlap+overlap,longmire,linear,2,golf,experiment,9ZMW8,971237,18,24736,25,14
"ObjectId(""58e45dc9d46cc6fa347e7e43"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,2,golf,experiment,9ZMW8,999421,19,26886,27,15
"ObjectId(""58e45dc9d46cc6fa347e7e44"")",triangular_scaffolded,HO,1,describe-how,start,axis,triangular,2,golf,experiment,9ZMW8,1048590,21,28259,28,1
"ObjectId(""58e45dc9d46cc6fa347e7e45"")",triangular_scaffolded,4,1,describe-how,end,axis,triangular,2,golf,experiment,9ZMW8,1057309,22,7454,7,2
"ObjectId(""58e45dc9d46cc6fa347e7e46"")",triangular_scaffolded,ACEFGHIKL,1,describe-how,duration,axis,triangular,2,golf,experiment,9ZMW8,1089226,23,30657,31,3
"ObjectId(""58e45dc9d46cc6fa347e7e47"")",triangular_scaffolded,8,1,describe-how,midpoint,axis,triangular,2,golf,experiment,9ZMW8,1112234,24,21750,22,4
"ObjectId(""58e45dc9d46cc6fa347e7e48"")",triangular_scaffolded,7,1,describe-how,start+overlap,axis,triangular,2,golf,experiment,9ZMW8,1148245,25,34745,35,5
"ObjectId(""58e45dc9d46cc6fa347e7e49"")",triangular_testing,DMNO,1,none,contain+duration,axis,triangular,2,golf,experiment,9ZMW8,1172829,26,23324,23,6
"ObjectId(""58e45dc9d46cc6fa347e7e4a"")",triangular_testing,GO,1,none,finishes,axis,triangular,2,golf,experiment,9ZMW8,1183637,27,9551,10,7
"ObjectId(""58e45dc9d46cc6fa347e7e4b"")",triangular_testing,6,1,none,starts,axis,triangular,2,golf,experiment,9ZMW8,1200895,28,16007,16,8
"ObjectId(""58e45dc9d46cc6fa347e7e4c"")",triangular_testing,9,1,none,start+duration,axis,triangular,2,golf,experiment,9ZMW8,1221448,29,19303,19,9
"ObjectId(""58e45dc9d46cc6fa347e7e4d"")",triangular_testing,A,1,none,during+overlap,axis,triangular,2,golf,experiment,9ZMW8,1250146,30,27439,27,10
"ObjectId(""58e45dc9d46cc6fa347e7e4e"")",triangular_testing,G,1,none,meets,axis,triangular,2,golf,experiment,9ZMW8,1297703,31,46294,46,11
"ObjectId(""58e45dc9d46cc6fa347e7e4f"")",triangular_testing,FGMO,1,none,before+overlap,axis,triangular,2,golf,experiment,9ZMW8,1320118,32,21163,21,12
"ObjectId(""58e45dc9d46cc6fa347e7e50"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,2,golf,experiment,9ZMW8,1329062,33,7678,8,13
"ObjectId(""58e45dc9d46cc6fa347e7e51"")",triangular_testing,ABCEJ,1,none,overlap+overlap,axis,triangular,2,golf,experiment,9ZMW8,1363734,34,33407,33,14
"ObjectId(""58e45dc9d46cc6fa347e7e52"")",triangular_testing,FMO,1,none,during,axis,triangular,2,golf,experiment,9ZMW8,1383373,35,18386,18,15
"ObjectId(""58e45dc9d46cc6fa347e7e54"")",drawingTest,C1,1,none,duration,jones,none,2,golf,experiment,9ZMW8,1973711,38,49462,49,
"ObjectId(""58e45dc9d46cc6fa347e7e55"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,2,golf,experiment,9ZMW8,2009312,39,34356,34,
"ObjectId(""58e45dc9d46cc6fa347e7e56"")",triangular_scaffolded,CDL,1,none,start,longmire,triangular,0,golf,reverse,8LQCF,120261,5,17254,17,1
"ObjectId(""58e45dc9d46cc6fa347e7e57"")",triangular_scaffolded,MN,0,none,end,longmire,triangular,0,golf,reverse,8LQCF,139227,6,17715,18,2
"ObjectId(""58e45dc9d46cc6fa347e7e58"")",triangular_scaffolded,GO,1,none,duration,longmire,triangular,0,golf,reverse,8LQCF,151564,7,11084,11,3
"ObjectId(""58e45dc9d46cc6fa347e7e59"")",triangular_scaffolded,1,1,none,midpoint,longmire,triangular,0,golf,reverse,8LQCF,167018,8,14195,14,4
"ObjectId(""58e45dc9d46cc6fa347e7e5a"")",triangular_scaffolded,A,1,none,start+overlap,longmire,triangular,0,golf,reverse,8LQCF,185043,9,16762,17,5
"ObjectId(""58e45dc9d46cc6fa347e7e5b"")",triangular_testing,CEGIKO,0,none,overlap+overlap,longmire,triangular,0,golf,reverse,8LQCF,246831,10,60533,61,6
"ObjectId(""58e45dc9d46cc6fa347e7e5c"")",triangular_testing,,0,none,starts+finishes,longmire,triangular,0,golf,reverse,8LQCF,287224,11,39049,39,7
"ObjectId(""58e45dc9d46cc6fa347e7e5d"")",triangular_testing,BCDF,0,none,during,longmire,triangular,0,golf,reverse,8LQCF,324173,12,35640,36,8
"ObjectId(""58e45dc9d46cc6fa347e7e5e"")",triangular_testing,68,1,none,starts,longmire,triangular,0,golf,reverse,8LQCF,346149,13,20731,21,9
"ObjectId(""58e45dc9d46cc6fa347e7e5f"")",triangular_testing,45,1,none,finishes,longmire,triangular,0,golf,reverse,8LQCF,366661,14,19255,19,10
"ObjectId(""58e45dc9d46cc6fa347e7e60"")",triangular_testing,L,0,none,during+overlap,longmire,triangular,0,golf,reverse,8LQCF,405963,15,38051,38,11
"ObjectId(""58e45dc9d46cc6fa347e7e61"")",triangular_testing,ABCDEFGI,0,none,before+overlap,longmire,triangular,0,golf,reverse,8LQCF,436977,16,29762,30,12
"ObjectId(""58e45dc9d46cc6fa347e7e62"")",triangular_testing,ABDF,1,none,start+duration,longmire,triangular,0,golf,reverse,8LQCF,463118,17,24889,25,13
"ObjectId(""58e45dc9d46cc6fa347e7e63"")",triangular_testing,GO,1,none,contain+duration,longmire,triangular,0,golf,reverse,8LQCF,480247,18,15825,16,14
"ObjectId(""58e45dc9d46cc6fa347e7e64"")",triangular_testing,O,1,none,meets,longmire,triangular,0,golf,reverse,8LQCF,508026,19,26536,27,15
"ObjectId(""58e45dc9d46cc6fa347e7e65"")",linear_scaffolded,HO,1,none,start,axis,linear,0,golf,reverse,8LQCF,530882,21,12235,12,1
"ObjectId(""58e45dc9d46cc6fa347e7e66"")",linear_scaffolded,4,1,none,end,axis,linear,0,golf,reverse,8LQCF,541002,22,8872,9,2
"ObjectId(""58e45dc9d46cc6fa347e7e67"")",linear_scaffolded,ACEFGHIKL,1,none,duration,axis,linear,0,golf,reverse,8LQCF,584971,23,42711,43,3
"ObjectId(""58e45dc9d46cc6fa347e7e68"")",linear_scaffolded,8,1,none,midpoint,axis,linear,0,golf,reverse,8LQCF,606915,24,20684,21,4
"ObjectId(""58e45dc9d46cc6fa347e7e69"")",linear_scaffolded,7,1,none,start+overlap,axis,linear,0,golf,reverse,8LQCF,630868,25,22578,23,5
"ObjectId(""58e45dc9d46cc6fa347e7e6a"")",linear_testing,FM,0,none,before+overlap,axis,linear,0,golf,reverse,8LQCF,660004,26,27889,28,6
"ObjectId(""58e45dc9d46cc6fa347e7e6b"")",linear_testing,FMO,1,none,during,axis,linear,0,golf,reverse,8LQCF,678815,27,17560,18,7
"ObjectId(""58e45dc9d46cc6fa347e7e6c"")",linear_testing,F,0,none,meets,axis,linear,0,golf,reverse,8LQCF,698256,28,18189,18,8
"ObjectId(""58e45dc9d46cc6fa347e7e6d"")",linear_testing,6,1,none,starts,axis,linear,0,golf,reverse,8LQCF,725311,29,25800,26,9
"ObjectId(""58e45dc9d46cc6fa347e7e6e"")",linear_testing,GO,1,none,finishes,axis,linear,0,golf,reverse,8LQCF,738881,30,12316,12,10
"ObjectId(""58e45dc9d46cc6fa347e7e6f"")",linear_testing,9,1,none,start+duration,axis,linear,0,golf,reverse,8LQCF,753660,31,13529,14,11
"ObjectId(""58e45dc9d46cc6fa347e7e70"")",linear_testing,A,1,none,during+overlap,axis,linear,0,golf,reverse,8LQCF,772117,32,17207,17,12
"ObjectId(""58e45dc9d46cc6fa347e7e71"")",linear_testing,DNO,0,none,contain+duration,axis,linear,0,golf,reverse,8LQCF,792121,33,18749,19,13
"ObjectId(""58e45dc9d46cc6fa347e7e72"")",linear_testing,G,1,none,starts+finishes,axis,linear,0,golf,reverse,8LQCF,802144,34,8755,9,14
"ObjectId(""58e45dc9d46cc6fa347e7e73"")",linear_testing,ABCEFJ,0,none,overlap+overlap,axis,linear,0,golf,reverse,8LQCF,834154,35,30760,31,15
"ObjectId(""58e45dc9d46cc6fa347e7e75"")",drawingTest,,0,none,duration,jones,none,0,golf,reverse,8LQCF,1608740,38,32284,32,
"ObjectId(""58e45dc9d46cc6fa347e7e76"")",drawingTest,Chris1-3pm3-4pm,0,none,overlap,jones,none,0,golf,reverse,8LQCF,1660530,39,50525,51,
"ObjectId(""58e45dc9d46cc6fa347e7e77"")",linear_scaffolded,CDL,1,show-interactive,start,longmire,linear,4,golf,experiment,MFPR7,159346,5,22903,23,1
"ObjectId(""58e45dc9d46cc6fa347e7e78"")",linear_scaffolded,HJKLMNO,1,show-interactive,end,longmire,linear,4,golf,experiment,MFPR7,210359,6,49750,50,2
"ObjectId(""58e45dc9d46cc6fa347e7e79"")",linear_scaffolded,GO,1,show-interactive,duration,longmire,linear,4,golf,experiment,MFPR7,234961,7,23343,23,3
"ObjectId(""58e45dc9d46cc6fa347e7e7a"")",linear_scaffolded,1,1,show-interactive,midpoint,longmire,linear,4,golf,experiment,MFPR7,250930,8,14710,15,4
"ObjectId(""58e45dc9d46cc6fa347e7e7b"")",linear_scaffolded,A,1,show-interactive,start+overlap,longmire,linear,4,golf,experiment,MFPR7,261106,9,8926,9,5
"ObjectId(""58e45dc9d46cc6fa347e7e7c"")",linear_testing,CDF,0,none,during,longmire,linear,4,golf,experiment,MFPR7,298580,10,36225,36,6
"ObjectId(""58e45dc9d46cc6fa347e7e7d"")",linear_testing,ABCDFI,1,none,before+overlap,longmire,linear,4,golf,experiment,MFPR7,362700,11,62869,63,7
"ObjectId(""58e45dc9d46cc6fa347e7e7e"")",linear_testing,45,1,none,finishes,longmire,linear,4,golf,experiment,MFPR7,392239,12,28171,28,8
"ObjectId(""58e45dc9d46cc6fa347e7e7f"")",linear_testing,GO,1,none,contain+duration,longmire,linear,4,golf,experiment,MFPR7,431611,13,38105,38,9
"ObjectId(""58e45dc9d46cc6fa347e7e80"")",linear_testing,68,1,none,starts,longmire,linear,4,golf,experiment,MFPR7,460056,14,27180,27,10
"ObjectId(""58e45dc9d46cc6fa347e7e81"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,4,golf,experiment,MFPR7,495470,15,34165,34,11
"ObjectId(""58e45dc9d46cc6fa347e7e82"")",linear_testing,O,1,none,meets,longmire,linear,4,golf,experiment,MFPR7,517499,16,20733,21,12
"ObjectId(""58e45dc9d46cc6fa347e7e83"")",linear_testing,AMN,1,none,overlap+overlap,longmire,linear,4,golf,experiment,MFPR7,571605,17,52852,53,13
"ObjectId(""58e45dc9d46cc6fa347e7e84"")",linear_testing,KL,1,none,during+overlap,longmire,linear,4,golf,experiment,MFPR7,604240,18,31363,31,14
"ObjectId(""58e45dc9d46cc6fa347e7e85"")",linear_testing,C,1,none,starts+finishes,longmire,linear,4,golf,experiment,MFPR7,628169,19,22513,23,15
"ObjectId(""58e45dc9d46cc6fa347e7e86"")",triangular_scaffolded,HO,1,show-interactive,start,axis,triangular,4,golf,experiment,MFPR7,727141,21,84584,85,1
"ObjectId(""58e45dc9d46cc6fa347e7e87"")",triangular_scaffolded,4,1,show-interactive,end,axis,triangular,4,golf,experiment,MFPR7,736766,22,8267,8,2
"ObjectId(""58e45dc9d46cc6fa347e7e88"")",triangular_scaffolded,ACEFGHIKL,1,show-interactive,duration,axis,triangular,4,golf,experiment,MFPR7,779465,23,41431,41,3
"ObjectId(""58e45dc9d46cc6fa347e7e89"")",triangular_scaffolded,8,1,show-interactive,midpoint,axis,triangular,4,golf,experiment,MFPR7,810467,24,29752,30,4
"ObjectId(""58e45dc9d46cc6fa347e7e8a"")",triangular_scaffolded,8,0,show-interactive,start+overlap,axis,triangular,4,golf,experiment,MFPR7,856405,25,44667,45,5
"ObjectId(""58e45dc9d46cc6fa347e7e8b"")",triangular_testing,3,0,none,starts,axis,triangular,4,golf,experiment,MFPR7,891397,26,33735,34,6
"ObjectId(""58e45dc9d46cc6fa347e7e8c"")",triangular_testing,DMNO,1,none,contain+duration,axis,triangular,4,golf,experiment,MFPR7,941872,27,49224,49,7
"ObjectId(""58e45dc9d46cc6fa347e7e8d"")",triangular_testing,LMO,0,none,before+overlap,axis,triangular,4,golf,experiment,MFPR7,1003114,28,59988,60,8
"ObjectId(""58e45dc9d46cc6fa347e7e8e"")",triangular_testing,9,1,none,start+duration,axis,triangular,4,golf,experiment,MFPR7,1024075,29,19616,20,9
"ObjectId(""58e45dc9d46cc6fa347e7e8f"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,4,golf,experiment,MFPR7,1052808,30,27483,27,10
"ObjectId(""58e45dc9d46cc6fa347e7e90"")",triangular_testing,ABCEFJ,0,none,overlap+overlap,axis,triangular,4,golf,experiment,MFPR7,1131314,31,77255,77,11
"ObjectId(""58e45dc9d46cc6fa347e7e91"")",triangular_testing,A,1,none,during+overlap,axis,triangular,4,golf,experiment,MFPR7,1153574,32,20911,21,12
"ObjectId(""58e45dc9d46cc6fa347e7e92"")",triangular_testing,GO,1,none,finishes,axis,triangular,4,golf,experiment,MFPR7,1167294,33,12460,12,13
"ObjectId(""58e45dc9d46cc6fa347e7e93"")",triangular_testing,G,1,none,meets,axis,triangular,4,golf,experiment,MFPR7,1227761,34,59208,59,14
"ObjectId(""58e45dc9d46cc6fa347e7e94"")",triangular_testing,FMO,1,none,during,axis,triangular,4,golf,experiment,MFPR7,1247960,35,18843,19,15
"ObjectId(""58e45dc9d46cc6fa347e7e96"")",drawingTest,C1,1,none,duration,jones,none,4,golf,experiment,MFPR7,1681273,38,243454,243,
"ObjectId(""58e45dc9d46cc6fa347e7e97"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,4,golf,experiment,MFPR7,1749693,39,67078,67,
"ObjectId(""58e45dc9d46cc6fa347e7e98"")",linear_scaffolded,CDL,1,show-interactive,start,longmire,linear,4,golf,experiment,YQDA2,190683,5,44465,44,1
"ObjectId(""58e45dc9d46cc6fa347e7e99"")",linear_scaffolded,HJKLMNO,1,show-interactive,end,longmire,linear,4,golf,experiment,YQDA2,229244,6,37280,37,2
"ObjectId(""58e45dc9d46cc6fa347e7e9a"")",linear_scaffolded,GO,1,show-interactive,duration,longmire,linear,4,golf,experiment,YQDA2,249156,7,18652,19,3
"ObjectId(""58e45dc9d46cc6fa347e7e9b"")",linear_scaffolded,1,1,show-interactive,midpoint,longmire,linear,4,golf,experiment,YQDA2,272149,8,21719,22,4
"ObjectId(""58e45dc9d46cc6fa347e7e9c"")",linear_scaffolded,A,1,show-interactive,start+overlap,longmire,linear,4,golf,experiment,YQDA2,289403,9,15977,16,5
"ObjectId(""58e45dc9d46cc6fa347e7e9d"")",linear_testing,AMN,1,none,overlap+overlap,longmire,linear,4,golf,experiment,YQDA2,320590,10,29927,30,6
"ObjectId(""58e45dc9d46cc6fa347e7e9e"")",linear_testing,BCDFG,1,none,during,longmire,linear,4,golf,experiment,YQDA2,395015,11,73162,73,7
"ObjectId(""58e45dc9d46cc6fa347e7e9f"")",linear_testing,GO,1,none,contain+duration,longmire,linear,4,golf,experiment,YQDA2,449685,12,53330,53,8
"ObjectId(""58e45dc9d46cc6fa347e7ea0"")",linear_testing,4,0,none,finishes,longmire,linear,4,golf,experiment,YQDA2,484311,13,33376,33,9
"ObjectId(""58e45dc9d46cc6fa347e7ea1"")",linear_testing,68,1,none,starts,longmire,linear,4,golf,experiment,YQDA2,524857,14,39296,39,10
"ObjectId(""58e45dc9d46cc6fa347e7ea2"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,4,golf,experiment,YQDA2,569001,15,42890,43,11
"ObjectId(""58e45dc9d46cc6fa347e7ea3"")",linear_testing,BF,0,none,during+overlap,longmire,linear,4,golf,experiment,YQDA2,599587,16,29330,29,12
"ObjectId(""58e45dc9d46cc6fa347e7ea4"")",linear_testing,O,1,none,meets,longmire,linear,4,golf,experiment,YQDA2,619494,17,18483,18,13
"ObjectId(""58e45dc9d46cc6fa347e7ea5"")",linear_testing,ABCDFI,1,none,before+overlap,longmire,linear,4,golf,experiment,YQDA2,705797,18,85045,85,14
"ObjectId(""58e45dc9d46cc6fa347e7ea6"")",linear_testing,C,1,none,starts+finishes,longmire,linear,4,golf,experiment,YQDA2,725976,19,18837,19,15
"ObjectId(""58e45dc9d46cc6fa347e7ea7"")",triangular_scaffolded,G,0,show-interactive,start,axis,triangular,4,golf,experiment,YQDA2,768826,21,25864,26,1
"ObjectId(""58e45dc9d46cc6fa347e7ea8"")",triangular_scaffolded,4,1,show-interactive,end,axis,triangular,4,golf,experiment,YQDA2,784043,22,13966,14,2
"ObjectId(""58e45dc9d46cc6fa347e7ea9"")",triangular_scaffolded,AEGL,0,show-interactive,duration,axis,triangular,4,golf,experiment,YQDA2,853566,23,68270,68,3
"ObjectId(""58e45dc9d46cc6fa347e7eaa"")",triangular_scaffolded,8,1,show-interactive,midpoint,axis,triangular,4,golf,experiment,YQDA2,884157,24,29244,29,4
"ObjectId(""58e45dc9d46cc6fa347e7eab"")",triangular_scaffolded,1,0,show-interactive,start+overlap,axis,triangular,4,golf,experiment,YQDA2,907616,25,22204,22,5
"ObjectId(""58e45dc9d46cc6fa347e7eac"")",triangular_testing,F,0,none,meets,axis,triangular,4,golf,experiment,YQDA2,952432,26,43543,44,6
"ObjectId(""58e45dc9d46cc6fa347e7ead"")",triangular_testing,BCJ,0,none,overlap+overlap,axis,triangular,4,golf,experiment,YQDA2,968965,27,15268,15,7
"ObjectId(""58e45dc9d46cc6fa347e7eae"")",triangular_testing,FMO,1,none,during,axis,triangular,4,golf,experiment,YQDA2,986140,28,15925,16,8
"ObjectId(""58e45dc9d46cc6fa347e7eaf"")",triangular_testing,9,1,none,start+duration,axis,triangular,4,golf,experiment,YQDA2,1011542,29,24155,24,9
"ObjectId(""58e45dc9d46cc6fa347e7eb0"")",triangular_testing,FGMO,1,none,before+overlap,axis,triangular,4,golf,experiment,YQDA2,1057137,30,44337,44,10
"ObjectId(""58e45dc9d46cc6fa347e7eb1"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,4,golf,experiment,YQDA2,1068248,31,9861,10,11
"ObjectId(""58e45dc9d46cc6fa347e7eb2"")",triangular_testing,DHMNO,0,none,contain+duration,axis,triangular,4,golf,experiment,YQDA2,1094695,32,25194,25,12
"ObjectId(""58e45dc9d46cc6fa347e7eb3"")",triangular_testing,A,1,none,during+overlap,axis,triangular,4,golf,experiment,YQDA2,1134067,33,38121,38,13
"ObjectId(""58e45dc9d46cc6fa347e7eb4"")",triangular_testing,O,0,none,finishes,axis,triangular,4,golf,experiment,YQDA2,1156931,34,21618,22,14
"ObjectId(""58e45dc9d46cc6fa347e7eb5"")",triangular_testing,6,1,none,starts,axis,triangular,4,golf,experiment,YQDA2,1189860,35,31667,32,15
"ObjectId(""58e45dc9d46cc6fa347e7eb7"")",drawingTest,I4,0,none,duration,jones,none,4,golf,experiment,YQDA2,1805874,38,57468,57,
"ObjectId(""58e45dc9d46cc6fa347e7eb8"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,4,golf,experiment,YQDA2,1875455,39,68329,68,
"ObjectId(""58e45dc9d46cc6fa347e7eb9"")",linear_scaffolded,HO,1,show-interactive,start,axis,linear,4,golf,experiment,C02DT,188257,5,21456,21,1
"ObjectId(""58e45dc9d46cc6fa347e7eba"")",linear_scaffolded,4,1,show-interactive,end,axis,linear,4,golf,experiment,C02DT,199620,6,10095,10,2
"ObjectId(""58e45dc9d46cc6fa347e7ebb"")",linear_scaffolded,ACEFGHIKL,1,show-interactive,duration,axis,linear,4,golf,experiment,C02DT,253178,7,52302,52,3
"ObjectId(""58e45dc9d46cc6fa347e7ebc"")",linear_scaffolded,8,1,show-interactive,midpoint,axis,linear,4,golf,experiment,C02DT,273899,8,19456,19,4
"ObjectId(""58e45dc9d46cc6fa347e7ebd"")",linear_scaffolded,7,1,show-interactive,start+overlap,axis,linear,4,golf,experiment,C02DT,307410,9,32260,32,5
"ObjectId(""58e45dc9d46cc6fa347e7ebe"")",linear_testing,G,1,none,starts+finishes,axis,linear,4,golf,experiment,C02DT,329644,10,20963,21,6
"ObjectId(""58e45dc9d46cc6fa347e7ebf"")",linear_testing,6,1,none,starts,axis,linear,4,golf,experiment,C02DT,354906,11,24013,24,7
"ObjectId(""58e45dc9d46cc6fa347e7ec0"")",linear_testing,A,1,none,during+overlap,axis,linear,4,golf,experiment,C02DT,387901,12,31751,32,8
"ObjectId(""58e45dc9d46cc6fa347e7ec1"")",linear_testing,DMN,0,none,contain+duration,axis,linear,4,golf,experiment,C02DT,408697,13,19532,20,9
"ObjectId(""58e45dc9d46cc6fa347e7ec2"")",linear_testing,FGHLMO,0,none,before+overlap,axis,linear,4,golf,experiment,C02DT,453018,14,43067,43,10
"ObjectId(""58e45dc9d46cc6fa347e7ec3"")",linear_testing,9,1,none,start+duration,axis,linear,4,golf,experiment,C02DT,472731,15,18459,18,11
"ObjectId(""58e45dc9d46cc6fa347e7ec4"")",linear_testing,HI,0,none,meets,axis,linear,4,golf,experiment,C02DT,517097,16,43119,43,12
"ObjectId(""58e45dc9d46cc6fa347e7ec5"")",linear_testing,ACEF,0,none,overlap+overlap,axis,linear,4,golf,experiment,C02DT,550990,17,32634,33,13
"ObjectId(""58e45dc9d46cc6fa347e7ec6"")",linear_testing,GO,1,none,finishes,axis,linear,4,golf,experiment,C02DT,561871,18,9635,10,14
"ObjectId(""58e45dc9d46cc6fa347e7ec7"")",linear_testing,FMO,1,none,during,axis,linear,4,golf,experiment,C02DT,595985,19,32866,33,15
"ObjectId(""58e45dc9d46cc6fa347e7ec8"")",triangular_scaffolded,CDL,1,show-interactive,start,longmire,triangular,4,golf,experiment,C02DT,642796,21,33172,33,1
"ObjectId(""58e45dc9d46cc6fa347e7ec9"")",triangular_scaffolded,HJKLMNO,1,show-interactive,end,longmire,triangular,4,golf,experiment,C02DT,666356,22,22311,22,2
"ObjectId(""58e45dc9d46cc6fa347e7eca"")",triangular_scaffolded,GO,1,show-interactive,duration,longmire,triangular,4,golf,experiment,C02DT,677300,23,9691,10,3
"ObjectId(""58e45dc9d46cc6fa347e7ecb"")",triangular_scaffolded,1,1,show-interactive,midpoint,longmire,triangular,4,golf,experiment,C02DT,692228,24,13678,14,4
"ObjectId(""58e45dc9d46cc6fa347e7ecc"")",triangular_scaffolded,A,1,show-interactive,start+overlap,longmire,triangular,4,golf,experiment,C02DT,709878,25,16396,16,5
"ObjectId(""58e45dc9d46cc6fa347e7ecd"")",triangular_testing,C,1,none,starts+finishes,longmire,triangular,4,golf,experiment,C02DT,729520,26,18396,18,6
"ObjectId(""58e45dc9d46cc6fa347e7ece"")",triangular_testing,L,0,none,during+overlap,longmire,triangular,4,golf,experiment,C02DT,788912,27,58121,58,7
"ObjectId(""58e45dc9d46cc6fa347e7ecf"")",triangular_testing,AMN,1,none,overlap+overlap,longmire,triangular,4,golf,experiment,C02DT,835173,28,44997,45,8
"ObjectId(""58e45dc9d46cc6fa347e7ed0"")",triangular_testing,O,1,none,meets,longmire,triangular,4,golf,experiment,C02DT,862074,29,25625,26,9
"ObjectId(""58e45dc9d46cc6fa347e7ed1"")",triangular_testing,ABCDFI,1,none,before+overlap,longmire,triangular,4,golf,experiment,C02DT,907868,30,44538,45,10
"ObjectId(""58e45dc9d46cc6fa347e7ed2"")",triangular_testing,BCDFGHIJLO,0,none,during,longmire,triangular,4,golf,experiment,C02DT,1049399,31,140277,140,11
"ObjectId(""58e45dc9d46cc6fa347e7ed3"")",triangular_testing,68,1,none,starts,longmire,triangular,4,golf,experiment,C02DT,1074398,32,23650,24,12
"ObjectId(""58e45dc9d46cc6fa347e7ed4"")",triangular_testing,ABDF,1,none,start+duration,longmire,triangular,4,golf,experiment,C02DT,1106902,33,31257,31,13
"ObjectId(""58e45dc9d46cc6fa347e7ed5"")",triangular_testing,GO,1,none,contain+duration,longmire,triangular,4,golf,experiment,C02DT,1136040,34,27882,28,14
