_id,block,answer,correct,scaffold,question,scenario,graph,condition,session,experiment,subject,time_elapsed,trial_index,rt,rt_sec,q_order
"ObjectId(""58e45c5cd46cc6fa347e6160"")",drawingTest,C1,1,none,duration,jones,none,4,kilo,experiment,45B1U,2167683,38,40788,41,
"ObjectId(""58e45c5cd46cc6fa347e6161"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,4,kilo,experiment,45B1U,2205803,39,36869,37,
"ObjectId(""58e45c5cd46cc6fa347e6162"")",triangular_scaffolded,HO,1,describe-what,start,axis,triangular,1,kilo,reverse,N7XN2,273490,5,61641,62,1
"ObjectId(""58e45c5cd46cc6fa347e6163"")",triangular_scaffolded,4,1,describe-what,end,axis,triangular,1,kilo,reverse,N7XN2,284601,6,9767,10,2
"ObjectId(""58e45c5cd46cc6fa347e6164"")",triangular_scaffolded,ACEFGHIKL,1,describe-what,duration,axis,triangular,1,kilo,reverse,N7XN2,370885,7,85039,85,3
"ObjectId(""58e45c5cd46cc6fa347e6165"")",triangular_scaffolded,8,1,describe-what,midpoint,axis,triangular,1,kilo,reverse,N7XN2,405125,8,32882,33,4
"ObjectId(""58e45c5cd46cc6fa347e6166"")",triangular_scaffolded,1,0,describe-what,start+overlap,axis,triangular,1,kilo,reverse,N7XN2,448198,9,41803,42,5
"ObjectId(""58e45c5cd46cc6fa347e6167"")",triangular_testing,DMNO,1,none,contain+duration,axis,triangular,1,kilo,reverse,N7XN2,484341,10,34893,35,6
"ObjectId(""58e45c5cd46cc6fa347e6168"")",triangular_testing,ACEFGHIJLMO,0,none,before+overlap,axis,triangular,1,kilo,reverse,N7XN2,549255,11,63658,64,7
"ObjectId(""58e45c5cd46cc6fa347e6169"")",triangular_testing,ABCEFGHIJKMNO,0,none,meets,axis,triangular,1,kilo,reverse,N7XN2,613542,12,62861,63,8
"ObjectId(""58e45c5cd46cc6fa347e616a"")",triangular_testing,FMO,1,none,during,axis,triangular,1,kilo,reverse,N7XN2,640524,13,25471,25,9
"ObjectId(""58e45c5cd46cc6fa347e616b"")",triangular_testing,6,1,none,starts,axis,triangular,1,kilo,reverse,N7XN2,662912,14,21128,21,10
"ObjectId(""58e45c5cd46cc6fa347e616c"")",triangular_testing,GO,1,none,finishes,axis,triangular,1,kilo,reverse,N7XN2,673883,15,9710,10,11
"ObjectId(""58e45c5cd46cc6fa347e616d"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,1,kilo,reverse,N7XN2,687009,16,11867,12,12
"ObjectId(""58e45c5cd46cc6fa347e616e"")",triangular_testing,BJ,0,none,overlap+overlap,axis,triangular,1,kilo,reverse,N7XN2,702526,17,14264,14,13
"ObjectId(""58e45c5cd46cc6fa347e616f"")",triangular_testing,,0,none,during+overlap,axis,triangular,1,kilo,reverse,N7XN2,743375,18,39582,40,14
"ObjectId(""58e45c5cd46cc6fa347e6170"")",triangular_testing,10,0,none,start+duration,axis,triangular,1,kilo,reverse,N7XN2,773172,19,28543,29,15
"ObjectId(""58e45c5cd46cc6fa347e6171"")",linear_scaffolded,CDL,1,describe-what,start,longmire,linear,1,kilo,reverse,N7XN2,827824,21,38578,39,1
"ObjectId(""58e45c5cd46cc6fa347e6172"")",linear_scaffolded,HJKLMNO,1,describe-what,end,longmire,linear,1,kilo,reverse,N7XN2,876118,22,47027,47,2
"ObjectId(""58e45c5cd46cc6fa347e6173"")",linear_scaffolded,CEGIJKLO,0,describe-what,duration,longmire,linear,1,kilo,reverse,N7XN2,910179,23,32805,33,3
"ObjectId(""58e45c5cd46cc6fa347e6174"")",linear_scaffolded,1,1,describe-what,midpoint,longmire,linear,1,kilo,reverse,N7XN2,921708,24,10266,10,4
"ObjectId(""58e45c5cd46cc6fa347e6175"")",linear_scaffolded,A,1,describe-what,start+overlap,longmire,linear,1,kilo,reverse,N7XN2,933501,25,10541,11,5
"ObjectId(""58e45c5cd46cc6fa347e6176"")",linear_testing,45,1,none,finishes,longmire,linear,1,kilo,reverse,N7XN2,989643,26,54896,55,6
"ObjectId(""58e45c5cd46cc6fa347e6177"")",linear_testing,BF,0,none,contain+duration,longmire,linear,1,kilo,reverse,N7XN2,1048151,27,57257,57,7
"ObjectId(""58e45c5cd46cc6fa347e6178"")",linear_testing,68,1,none,starts,longmire,linear,1,kilo,reverse,N7XN2,1104445,28,55036,55,8
"ObjectId(""58e45c5cd46cc6fa347e6179"")",linear_testing,BCDEFGHIJKLO,0,none,during,longmire,linear,1,kilo,reverse,N7XN2,1148066,29,42365,42,9
"ObjectId(""58e45c5cd46cc6fa347e617a"")",linear_testing,C,1,none,starts+finishes,longmire,linear,1,kilo,reverse,N7XN2,1227919,30,78606,79,10
"ObjectId(""58e45c5cd46cc6fa347e617b"")",linear_testing,ABCDFI,1,none,before+overlap,longmire,linear,1,kilo,reverse,N7XN2,1293264,31,63997,64,11
"ObjectId(""58e45c5cd46cc6fa347e617c"")",linear_testing,O,1,none,meets,longmire,linear,1,kilo,reverse,N7XN2,1313364,32,18759,19,12
"ObjectId(""58e45c5cd46cc6fa347e617d"")",linear_testing,AJMN,0,none,overlap+overlap,longmire,linear,1,kilo,reverse,N7XN2,1358027,33,43410,43,13
"ObjectId(""58e45c5cd46cc6fa347e617e"")",linear_testing,KL,1,none,during+overlap,longmire,linear,1,kilo,reverse,N7XN2,1407499,34,48226,48,14
"ObjectId(""58e45c5cd46cc6fa347e617f"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,1,kilo,reverse,N7XN2,1453671,35,44930,45,15
"ObjectId(""58e45c5cd46cc6fa347e6181"")",drawingTest,,0,none,duration,jones,none,1,kilo,reverse,N7XN2,1965673,38,59339,59,
"ObjectId(""58e45c5cd46cc6fa347e6182"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,1,kilo,reverse,N7XN2,2064077,39,97051,97,
"ObjectId(""58e45c5cd46cc6fa347e6183"")",linear_scaffolded,CDL,1,show-interactive,start,longmire,linear,4,kilo,experiment,T263H,227145,5,43410,43,1
"ObjectId(""58e45c5cd46cc6fa347e6184"")",linear_scaffolded,JKLMNO,0,show-interactive,end,longmire,linear,4,kilo,experiment,T263H,277942,6,49541,50,2
"ObjectId(""58e45c5cd46cc6fa347e6185"")",linear_scaffolded,GO,1,show-interactive,duration,longmire,linear,4,kilo,experiment,T263H,306917,7,27723,28,3
"ObjectId(""58e45c5cd46cc6fa347e6186"")",linear_scaffolded,1,1,show-interactive,midpoint,longmire,linear,4,kilo,experiment,T263H,324136,8,15968,16,4
"ObjectId(""58e45c5cd46cc6fa347e6187"")",linear_scaffolded,A,1,show-interactive,start+overlap,longmire,linear,4,kilo,experiment,T263H,338884,9,13503,14,5
"ObjectId(""58e45c5cd46cc6fa347e6188"")",linear_testing,O,1,none,meets,longmire,linear,4,kilo,experiment,T263H,361379,10,21240,21,6
"ObjectId(""58e45c5cd46cc6fa347e6189"")",linear_testing,ABCDFI,1,none,before+overlap,longmire,linear,4,kilo,experiment,T263H,423915,11,61285,61,7
"ObjectId(""58e45c5cd46cc6fa347e618a"")",linear_testing,AMN,1,none,overlap+overlap,longmire,linear,4,kilo,experiment,T263H,453417,12,27917,28,8
"ObjectId(""58e45c5cd46cc6fa347e618b"")",linear_testing,CDFG,0,none,during,longmire,linear,4,kilo,experiment,T263H,520491,13,65713,66,9
"ObjectId(""58e45c5cd46cc6fa347e618c"")",linear_testing,GO,1,none,contain+duration,longmire,linear,4,kilo,experiment,T263H,543299,14,21463,21,10
"ObjectId(""58e45c5cd46cc6fa347e618d"")",linear_testing,45,1,none,finishes,longmire,linear,4,kilo,experiment,T263H,584629,15,40083,40,11
"ObjectId(""58e45c5cd46cc6fa347e618e"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,4,kilo,experiment,T263H,627035,16,41160,41,12
"ObjectId(""58e45c5cd46cc6fa347e618f"")",linear_testing,C,1,none,starts+finishes,longmire,linear,4,kilo,experiment,T263H,639699,17,11266,11,13
"ObjectId(""58e45c5cd46cc6fa347e6190"")",linear_testing,KL,1,none,during+overlap,longmire,linear,4,kilo,experiment,T263H,674000,18,33039,33,14
"ObjectId(""58e45c5cd46cc6fa347e6191"")",linear_testing,68,1,none,starts,longmire,linear,4,kilo,experiment,T263H,721599,19,46352,46,15
"ObjectId(""58e45c5cd46cc6fa347e6192"")",triangular_scaffolded,HO,1,show-interactive,start,axis,triangular,4,kilo,experiment,T263H,778660,21,39366,39,1
"ObjectId(""58e45c5cd46cc6fa347e6193"")",triangular_scaffolded,4,1,show-interactive,end,axis,triangular,4,kilo,experiment,T263H,784711,22,4799,5,2
"ObjectId(""58e45c5cd46cc6fa347e6194"")",triangular_scaffolded,ACEFGHIKL,1,show-interactive,duration,axis,triangular,4,kilo,experiment,T263H,821048,23,35079,35,3
"ObjectId(""58e45c5cd46cc6fa347e6195"")",triangular_scaffolded,8,1,show-interactive,midpoint,axis,triangular,4,kilo,experiment,T263H,855657,24,33360,33,4
"ObjectId(""58e45c5cd46cc6fa347e6196"")",triangular_scaffolded,8,0,show-interactive,start+overlap,axis,triangular,4,kilo,experiment,T263H,906118,25,49210,49,5
"ObjectId(""58e45c5cd46cc6fa347e6197"")",triangular_testing,FGMO,1,none,before+overlap,axis,triangular,4,kilo,experiment,T263H,984655,26,77282,77,6
"ObjectId(""58e45c5cd46cc6fa347e6198"")",triangular_testing,A,1,none,during+overlap,axis,triangular,4,kilo,experiment,T263H,1017253,27,31240,31,7
"ObjectId(""58e45c5cd46cc6fa347e6199"")",triangular_testing,ACEJ,0,none,overlap+overlap,axis,triangular,4,kilo,experiment,T263H,1092511,28,74005,74,8
"ObjectId(""58e45c5cd46cc6fa347e619a"")",triangular_testing,FMO,1,none,during,axis,triangular,4,kilo,experiment,T263H,1121142,29,27290,27,9
"ObjectId(""58e45c5cd46cc6fa347e619b"")",triangular_testing,6,1,none,starts,axis,triangular,4,kilo,experiment,T263H,1152495,30,30098,30,10
"ObjectId(""58e45c5cd46cc6fa347e619c"")",triangular_testing,DMNO,1,none,contain+duration,axis,triangular,4,kilo,experiment,T263H,1190512,31,36753,37,11
"ObjectId(""58e45c5cd46cc6fa347e619d"")",triangular_testing,GO,1,none,finishes,axis,triangular,4,kilo,experiment,T263H,1204496,32,12732,13,12
"ObjectId(""58e45c5cd46cc6fa347e619e"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,4,kilo,experiment,T263H,1212001,33,6256,6,13
"ObjectId(""58e45c5cd46cc6fa347e619f"")",triangular_testing,FGMO,0,none,meets,axis,triangular,4,kilo,experiment,T263H,1276989,34,63731,64,14
"ObjectId(""58e45c5cd46cc6fa347e61a0"")",triangular_testing,9,1,none,start+duration,axis,triangular,4,kilo,experiment,T263H,1305441,35,27101,27,15
"ObjectId(""58e45c5cd46cc6fa347e61a2"")",drawingTest,C1,1,none,duration,jones,none,4,kilo,experiment,T263H,2108775,38,66503,67,
"ObjectId(""58e45c5cd46cc6fa347e61a3"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,4,kilo,experiment,T263H,2163773,39,53643,54,
"ObjectId(""58e45c5cd46cc6fa347e61a4"")",triangular_scaffolded,G,0,describe-what,start,axis,triangular,1,kilo,reverse,4P4ZR,219744,5,35146,35,1
"ObjectId(""58e45c5cd46cc6fa347e61a5"")",triangular_scaffolded,2,0,describe-what,end,axis,triangular,1,kilo,reverse,4P4ZR,243721,6,22729,23,2
"ObjectId(""58e45c5cd46cc6fa347e61a6"")",triangular_scaffolded,AEGHIL,0,describe-what,duration,axis,triangular,1,kilo,reverse,4P4ZR,309096,7,64127,64,3
"ObjectId(""58e45c5cd46cc6fa347e61a7"")",triangular_scaffolded,12,0,describe-what,midpoint,axis,triangular,1,kilo,reverse,4P4ZR,357198,8,46639,47,4
"ObjectId(""58e45c5cd46cc6fa347e61a8"")",triangular_scaffolded,3,0,describe-what,start+overlap,axis,triangular,1,kilo,reverse,4P4ZR,404126,9,45680,46,5
"ObjectId(""58e45c5cd46cc6fa347e61a9"")",triangular_testing,BCJ,0,none,overlap+overlap,axis,triangular,1,kilo,reverse,4P4ZR,439279,10,33903,34,6
"ObjectId(""58e45c5cd46cc6fa347e61aa"")",triangular_testing,GO,1,none,finishes,axis,triangular,1,kilo,reverse,4P4ZR,461314,11,20778,21,7
"ObjectId(""58e45c5cd46cc6fa347e61ab"")",triangular_testing,AGM,0,none,during+overlap,axis,triangular,1,kilo,reverse,4P4ZR,487264,12,24699,25,8
"ObjectId(""58e45c5cd46cc6fa347e61ac"")",triangular_testing,A,0,none,starts+finishes,axis,triangular,1,kilo,reverse,4P4ZR,523769,13,35245,35,9
"ObjectId(""58e45c5cd46cc6fa347e61ad"")",triangular_testing,CO,0,none,meets,axis,triangular,1,kilo,reverse,4P4ZR,589670,14,64649,65,10
"ObjectId(""58e45c5cd46cc6fa347e61ae"")",triangular_testing,10,0,none,start+duration,axis,triangular,1,kilo,reverse,4P4ZR,606007,15,14905,15,11
"ObjectId(""58e45c5cd46cc6fa347e61af"")",triangular_testing,AEFGMO,0,none,before+overlap,axis,triangular,1,kilo,reverse,4P4ZR,657606,16,50209,50,12
"ObjectId(""58e45c5cd46cc6fa347e61b0"")",triangular_testing,4,0,none,starts,axis,triangular,1,kilo,reverse,4P4ZR,683222,17,24367,24,13
"ObjectId(""58e45c5cd46cc6fa347e61b1"")",triangular_testing,O,0,none,during,axis,triangular,1,kilo,reverse,4P4ZR,704456,18,19986,20,14
"ObjectId(""58e45c5cd46cc6fa347e61b2"")",triangular_testing,DN,0,none,contain+duration,axis,triangular,1,kilo,reverse,4P4ZR,729526,19,23821,24,15
"ObjectId(""58e45c5cd46cc6fa347e61b3"")",linear_scaffolded,CDL,1,describe-what,start,longmire,linear,1,kilo,reverse,4P4ZR,767624,21,30341,30,1
"ObjectId(""58e45c5cd46cc6fa347e61b4"")",linear_scaffolded,HJKLMO,0,describe-what,end,longmire,linear,1,kilo,reverse,4P4ZR,802714,22,33837,34,2
"ObjectId(""58e45c5cd46cc6fa347e61b5"")",linear_scaffolded,GO,1,describe-what,duration,longmire,linear,1,kilo,reverse,4P4ZR,834637,23,30649,31,3
"ObjectId(""58e45c5cd46cc6fa347e61b6"")",linear_scaffolded,1,1,describe-what,midpoint,longmire,linear,1,kilo,reverse,4P4ZR,850120,24,14236,14,4
"ObjectId(""58e45c5cd46cc6fa347e61b7"")",linear_scaffolded,A,1,describe-what,start+overlap,longmire,linear,1,kilo,reverse,4P4ZR,867876,25,16504,17,5
"ObjectId(""58e45c5cd46cc6fa347e61b8"")",linear_testing,68,1,none,starts,longmire,linear,1,kilo,reverse,4P4ZR,919776,26,50644,51,6
"ObjectId(""58e45c5cd46cc6fa347e61b9"")",linear_testing,AMN,1,none,overlap+overlap,longmire,linear,1,kilo,reverse,4P4ZR,952114,27,31089,31,7
"ObjectId(""58e45c5cd46cc6fa347e61ba"")",linear_testing,C,1,none,starts+finishes,longmire,linear,1,kilo,reverse,4P4ZR,970969,28,17610,18,8
"ObjectId(""58e45c5cd46cc6fa347e61bb"")",linear_testing,GO,1,none,contain+duration,longmire,linear,1,kilo,reverse,4P4ZR,1010155,29,37939,38,9
"ObjectId(""58e45c5cd46cc6fa347e61bc"")",linear_testing,4,0,none,finishes,longmire,linear,1,kilo,reverse,4P4ZR,1043979,30,32574,33,10
"ObjectId(""58e45c5cd46cc6fa347e61bd"")",linear_testing,BCDFG,1,none,during,longmire,linear,1,kilo,reverse,4P4ZR,1100557,31,55320,55,11
"ObjectId(""58e45c5cd46cc6fa347e61be"")",linear_testing,ABCDFI,1,none,before+overlap,longmire,linear,1,kilo,reverse,4P4ZR,1151052,32,49238,49,12
"ObjectId(""58e45c5cd46cc6fa347e61bf"")",linear_testing,JKL,0,none,during+overlap,longmire,linear,1,kilo,reverse,4P4ZR,1205307,33,53002,53,13
"ObjectId(""58e45c5cd46cc6fa347e61c0"")",linear_testing,O,1,none,meets,longmire,linear,1,kilo,reverse,4P4ZR,1223122,34,16541,17,14
"ObjectId(""58e45c5cd46cc6fa347e61c1"")",linear_testing,ABDF,1,none,start+duration,longmire,linear,1,kilo,reverse,4P4ZR,1267116,35,42739,43,15
"ObjectId(""58e45c5cd46cc6fa347e61c3"")",drawingTest,D2E2,0,none,duration,jones,none,1,kilo,reverse,4P4ZR,2175465,38,114555,115,
"ObjectId(""58e45c5cd46cc6fa347e61c4"")",drawingTest,Chris3-4pm,1,none,overlap,jones,none,1,kilo,reverse,4P4ZR,2234080,39,57271,57,
"ObjectId(""58e45c5cd46cc6fa347e61c5"")",linear_scaffolded,CDL,1,describe-what,start,longmire,linear,1,kilo,experiment,YJN84,209201,5,33654,34,1
"ObjectId(""58e45c5cd46cc6fa347e61c6"")",linear_scaffolded,HJKLMNO,1,describe-what,end,longmire,linear,1,kilo,experiment,YJN84,253967,6,43522,44,2
"ObjectId(""58e45c5cd46cc6fa347e61c7"")",linear_scaffolded,GO,1,describe-what,duration,longmire,linear,1,kilo,experiment,YJN84,274634,7,19418,19,3
"ObjectId(""58e45c5cd46cc6fa347e61c8"")",linear_scaffolded,1,1,describe-what,midpoint,longmire,linear,1,kilo,experiment,YJN84,302219,8,26336,26,4
"ObjectId(""58e45c5cd46cc6fa347e61c9"")",linear_scaffolded,A,1,describe-what,start+overlap,longmire,linear,1,kilo,experiment,YJN84,320117,9,16659,17,5
"ObjectId(""58e45c5cd46cc6fa347e61ca"")",linear_testing,ABD,0,none,start+duration,longmire,linear,1,kilo,experiment,YJN84,353073,10,31714,32,6
"ObjectId(""58e45c5cd46cc6fa347e61cb"")",linear_testing,AFGJMNO,0,none,overlap+overlap,longmire,linear,1,kilo,experiment,YJN84,416244,11,61923,62,7
"ObjectId(""58e45c5cd46cc6fa347e61cc"")",linear_testing,45,1,none,finishes,longmire,linear,1,kilo,experiment,YJN84,458066,12,40482,40,8
"ObjectId(""58e45c5cd46cc6fa347e61cd"")",linear_testing,O,1,none,meets,longmire,linear,1,kilo,experiment,YJN84,489682,13,30368,30,9
"ObjectId(""58e45c5cd46cc6fa347e61ce"")",linear_testing,KL,1,none,during+overlap,longmire,linear,1,kilo,experiment,YJN84,521845,14,30885,31,10
"ObjectId(""58e45c5cd46cc6fa347e61cf"")",linear_testing,ABDF,0,none,before+overlap,longmire,linear,1,kilo,experiment,YJN84,569183,15,46091,46,11
"ObjectId(""58e45c5cd46cc6fa347e61d0"")",linear_testing,GO,1,none,contain+duration,longmire,linear,1,kilo,experiment,YJN84,594184,16,23751,24,12
"ObjectId(""58e45c5cd46cc6fa347e61d1"")",linear_testing,BCDF,0,none,during,longmire,linear,1,kilo,experiment,YJN84,736462,17,141017,141,13
"ObjectId(""58e45c5cd46cc6fa347e61d2"")",linear_testing,68,1,none,starts,longmire,linear,1,kilo,experiment,YJN84,773567,18,35621,36,14
"ObjectId(""58e45c5cd46cc6fa347e61d3"")",linear_testing,C,1,none,starts+finishes,longmire,linear,1,kilo,experiment,YJN84,792167,19,17345,17,15
"ObjectId(""58e45c5cd46cc6fa347e61d4"")",triangular_scaffolded,HO,1,describe-what,start,axis,triangular,1,kilo,experiment,YJN84,852675,21,38901,39,1
"ObjectId(""58e45c5cd46cc6fa347e61d5"")",triangular_scaffolded,4,1,describe-what,end,axis,triangular,1,kilo,experiment,YJN84,868179,22,14255,14,2
"ObjectId(""58e45c5cd46cc6fa347e61d6"")",triangular_scaffolded,ACEFGHIKL,1,describe-what,duration,axis,triangular,1,kilo,experiment,YJN84,901316,23,31877,32,3
"ObjectId(""58e45c5cd46cc6fa347e61d7"")",triangular_scaffolded,8,1,describe-what,midpoint,axis,triangular,1,kilo,experiment,YJN84,964088,24,61524,62,4
"ObjectId(""58e45c5cd46cc6fa347e61d8"")",triangular_scaffolded,7,1,describe-what,start+overlap,axis,triangular,1,kilo,experiment,YJN84,1013955,25,48519,49,5
"ObjectId(""58e45c5cd46cc6fa347e61d9"")",triangular_testing,DMNO,1,none,contain+duration,axis,triangular,1,kilo,experiment,YJN84,1063926,26,48720,49,6
"ObjectId(""58e45c5cd46cc6fa347e61da"")",triangular_testing,G,0,none,during+overlap,axis,triangular,1,kilo,experiment,YJN84,1096037,27,30847,31,7
"ObjectId(""58e45c5cd46cc6fa347e61db"")",triangular_testing,FMO,1,none,during,axis,triangular,1,kilo,experiment,YJN84,1156473,28,59178,59,8
"ObjectId(""58e45c5cd46cc6fa347e61dc"")",triangular_testing,6,1,none,starts,axis,triangular,1,kilo,experiment,YJN84,1173464,29,15645,16,9
"ObjectId(""58e45c5cd46cc6fa347e61dd"")",triangular_testing,GO,1,none,finishes,axis,triangular,1,kilo,experiment,YJN84,1219108,30,44388,44,10
"ObjectId(""58e45c5cd46cc6fa347e61de"")",triangular_testing,G,1,none,starts+finishes,axis,triangular,1,kilo,experiment,YJN84,1257385,31,37026,37,11
"ObjectId(""58e45c5cd46cc6fa347e61df"")",triangular_testing,FGM,0,none,before+overlap,axis,triangular,1,kilo,experiment,YJN84,1303842,32,45192,45,12
"ObjectId(""58e45c5cd46cc6fa347e61e0"")",triangular_testing,4,0,none,start+duration,axis,triangular,1,kilo,experiment,YJN84,1344569,33,39474,39,13
"ObjectId(""58e45c5cd46cc6fa347e61e1"")",triangular_testing,ABCEFGJ,0,none,overlap+overlap,axis,triangular,1,kilo,experiment,YJN84,1381634,34,35816,36,14
"ObjectId(""58e45c5cd46cc6fa347e61e2"")",triangular_testing,G,1,none,meets,axis,triangular,1,kilo,experiment,YJN84,1431645,35,48755,49,15
"ObjectId(""58e45c5cd46cc6fa347e61e4"")",drawingTest,C1,1,none,duration,jones,none,1,kilo,experiment,YJN84,2271135,38,51312,51,
"ObjectId(""58e45c5cd46cc6fa347e61e5"")",drawingTest,Anne1-3pm,0,none,overlap,jones,none,1,kilo,experiment,YJN84,2332288,39,59898,60,
"ObjectId(""58e45c5cd46cc6fa347e61e6"")",triangular_scaffolded,AB,0,describe-what,start,longmire,triangular,1,kilo,reverse,XV5ZB,284312,5,77555,78,1
"ObjectId(""58e45c5cd46cc6fa347e61e7"")",triangular_scaffolded,HMNO,0,describe-what,end,longmire,triangular,1,kilo,reverse,XV5ZB,339898,6,54232,54,2
"ObjectId(""58e45c5cd46cc6fa347e61e8"")",triangular_scaffolded,GO,1,describe-what,duration,longmire,triangular,1,kilo,reverse,XV5ZB,360623,7,19471,19,3
"ObjectId(""58e45c5cd46cc6fa347e61e9"")",triangular_scaffolded,3,0,describe-what,midpoint,longmire,triangular,1,kilo,reverse,XV5ZB,384785,8,22913,23,4
"ObjectId(""58e45c5cd46cc6fa347e61ea"")",triangular_scaffolded,A,1,describe-what,start+overlap,longmire,triangular,1,kilo,reverse,XV5ZB,395886,9,9851,10,5
"ObjectId(""58e45c5cd46cc6fa347e61eb"")",triangular_testing,GHJKMNO,0,none,during,longmire,triangular,1,kilo,reverse,XV5ZB,476353,10,79217,79,6
"ObjectId(""58e45c5cd46cc6fa347e61ec"")",triangular_testing,B,0,none,starts+finishes,longmire,triangular,1,kilo,reverse,XV5ZB,510336,11,32640,33,7
"ObjectId(""58e45c5cd46cc6fa347e61ed"")",triangular_testing,1,0,none,starts,longmire,triangular,1,kilo,reverse,XV5ZB,556548,12,44956,45,8
"ObjectId(""58e45c5cd46cc6fa347e61ee"")",triangular_testing,M,0,none,during+overlap,longmire,triangular,1,kilo,reverse,XV5ZB,585810,13,28013,28,9
"ObjectId(""58e45c5cd46cc6fa347e61ef"")",triangular_testing,ABDF,1,none,start+duration,longmire,triangular,1,kilo,reverse,XV5ZB,623742,14,36683,37,10
"ObjectId(""58e45c5cd46cc6fa347e61f0"")",triangular_testing,ABDFM,0,none,before+overlap,longmire,triangular,1,kilo,reverse,XV5ZB,669301,15,44310,44,11
"ObjectId(""58e45c5cd46cc6fa347e61f1"")",triangular_testing,6,0,none,finishes,longmire,triangular,1,kilo,reverse,XV5ZB,721201,16,50641,51,12
"ObjectId(""58e45c5cd46cc6fa347e61f2"")",triangular_testing,,0,none,contain+duration,longmire,triangular,1,kilo,reverse,XV5ZB,747899,17,25447,25,13
"ObjectId(""58e45c5cd46cc6fa347e61f3"")",triangular_testing,AFMN,0,none,overlap+overlap,longmire,triangular,1,kilo,reverse,XV5ZB,776483,18,27336,27,14
"ObjectId(""58e45c5cd46cc6fa347e61f4"")",triangular_testing,O,1,none,meets,longmire,triangular,1,kilo,reverse,XV5ZB,798309,19,20576,21,15
"ObjectId(""58e45c5cd46cc6fa347e61f5"")",linear_scaffolded,HO,1,describe-what,start,axis,linear,1,kilo,reverse,XV5ZB,875856,21,53029,53,1
"ObjectId(""58e45c5cd46cc6fa347e61f6"")",linear_scaffolded,4,1,describe-what,end,axis,linear,1,kilo,reverse,XV5ZB,886872,22,9769,10,2
"ObjectId(""58e45c5cd46cc6fa347e61f7"")",linear_scaffolded,ACEFGHIKL,1,describe-what,duration,axis,linear,1,kilo,reverse,XV5ZB,931843,23,43722,44,3
"ObjectId(""58e45c5cd46cc6fa347e61f8"")",linear_scaffolded,10,0,describe-what,midpoint,axis,linear,1,kilo,reverse,XV5ZB,965799,24,32712,33,4
"ObjectId(""58e45c5cd46cc6fa347e61f9"")",linear_scaffolded,7,1,describe-what,start+overlap,axis,linear,1,kilo,reverse,XV5ZB,990750,25,23706,24,5
"ObjectId(""58e45c5cd46cc6fa347e61fa"")",linear_testing,A,1,none,during+overlap,axis,linear,1,kilo,reverse,XV5ZB,1010558,26,18553,19,6
"ObjectId(""58e45c5cd46cc6fa347e61fb"")",linear_testing,FGLMO,0,none,before+overlap,axis,linear,1,kilo,reverse,XV5ZB,1057304,27,45502,46,7
"ObjectId(""58e45c5cd46cc6fa347e61fc"")",linear_testing,DNO,0,none,contain+duration,axis,linear,1,kilo,reverse,XV5ZB,1087905,28,29355,29,8
"ObjectId(""58e45c5cd46cc6fa347e61fd"")",linear_testing,11,0,none,start+duration,axis,linear,1,kilo,reverse,XV5ZB,1110354,29,21196,21,9
"ObjectId(""58e45c5cd46cc6fa347e61fe"")",linear_testing,6,1,none,starts,axis,linear,1,kilo,reverse,XV5ZB,1132523,30,20922,21,10
"ObjectId(""58e45c5cd46cc6fa347e61ff"")",linear_testing,G,1,none,meets,axis,linear,1,kilo,reverse,XV5ZB,1162517,31,28726,29,11
"ObjectId(""58e45c5cd46cc6fa347e6200"")",linear_testing,G,1,none,starts+finishes,axis,linear,1,kilo,reverse,XV5ZB,1176357,32,12587,13,12
"ObjectId(""58e45c5cd46cc6fa347e6201"")",linear_testing,FMO,1,none,during,axis,linear,1,kilo,reverse,XV5ZB,1197583,33,19980,20,13
"ObjectId(""58e45c5cd46cc6fa347e6202"")",linear_testing,GO,1,none,finishes,axis,linear,1,kilo,reverse,XV5ZB,1211465,34,12633,13,14
"ObjectId(""58e45c5cd46cc6fa347e6203"")",linear_testing,ABCEFGJ,0,none,overlap+overlap,axis,linear,1,kilo,reverse,XV5ZB,1246368,35,33646,34,15
"ObjectId(""58e45c5cd46cc6fa347e6205"")",drawingTest,,0,none,duration,jones,none,1,kilo,reverse,XV5ZB,2264419,38,71126,71,
"ObjectId(""58e45c5cd46cc6fa347e6206"")",drawingTest,Xiao1-3pm3-4pm,0,none,overlap,jones,none,1,kilo,reverse,XV5ZB,2338373,39,72619,73,
"ObjectId(""58e45c5cd46cc6fa347e6207"")",triangular_scaffolded,CDL,1,show-interactive,start,longmire,triangular,4,kilo,reverse,YNWL4,248768,5,43016,43,1
"ObjectId(""58e45c5cd46cc6fa347e6208"")",triangular_scaffolded,EGHJKLMNO,0,show-interactive,end,longmire,triangular,4,kilo,reverse,YNWL4,297654,6,47639,48,2
"ObjectId(""58e45c5cd46cc6fa347e6209"")",triangular_scaffolded,GO,1,show-interactive,duration,longmire,triangular,4,kilo,reverse,YNWL4,335135,7,36229,36,3
