dbid		experiment	session	condition	lm_scenarios	tm_scenarios	ls_n	lt_n	ts_n	tt_n	d_n	ls_t	lt_t	ts_t	tt_t	d_t	draw_t	totalTime	TOTAL_T_M	LM_T_M	TM_T_M	D_T_M	DIFF_T_M	subject	linear_score	triangular_score	linear_time	triangular_time	score_diff	time_diff	totalScore	AGE	COUNTRY	LANGUAGE	EDUCATION	MAJOR	GENDER	PREFERENCE			
58e45e88d46cc6fa347e979f		experiment	delta	2	axis	longmire	3	10	5	8	2	110387	239294	130042	276652	75304	626039	2146217	35.77	5.83	6.78	11.69	-0.95	6Z2EO	13	13	349681	406694	0	-57013	28	19	USA	English	Second	Natural Sciences	Female	the second one (triangular)			
58e45e88d46cc6fa347e97a0		reverse	delta	3	axis	longmire	5	7	4	9	1	115724	251237	132758	352473	88712	615416	2371378	39.52	6.12	8.09	11.74	-1.97	JL0XP	12	13	366961	485231	1	-118270	26	18	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45e88d46cc6fa347e97a1		reverse	delta	4	axis	longmire	4	3	5	9	2	107567	138346	109985	281212	80474	387151	1549986	25.83	4.1	6.52	7.79	-2.42	AU45F	7	14	245913	391197	7	-145284	23	18	India	Other	First	Natural Sciences	Female	the second one (triangular)			
58e45e88d46cc6fa347e97a2		reverse	delta	4	longmire	axis	5	6	1	6	0	106643	374849	93434	221352	361333	114852	1716629	28.61	8.02	5.25	7.94	2.78	Z0AQS	11	7	481492	314786	-4	166706	18	20	USA	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e88d46cc6fa347e97a3		reverse	delta	4	axis	longmire	5	5	5	7	2	105714	233218	147599	291037	112618	526877	2505872	41.76	5.65	7.31	10.66	-1.66	6C94C	10	12	338932	438636	2	-99704	24	19	USA	English	Second	Natural Sciences	Female	the second one (triangular)			
58e45e88d46cc6fa347e97a4		reverse	delta	3	axis	longmire	5	9	4	6	2	165409	300362	200037	636709	472260	960435	3259571	54.33	7.76	13.95	23.88	-6.18	JCSDC	14	10	465771	836746	-4	-370975	26	19	USA	English	Second	Engineering	Male	the first one (linear			
58e45e88d46cc6fa347e97a5		reverse	delta	2	longmire	axis	5	7	2	7	1	167727	453144	296409	349969	126848	1165675	3860306	64.34	10.35	10.77	21.54	-0.43	9MGOB	12	9	620871	646378	-3	-25507	22	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e88d46cc6fa347e97a6		experiment	delta	0	longmire	axis	4	6	1	0	1	150376	432118	267235	370044	142746	553329	2457217	40.95	9.71	10.62	11.6	-0.91	ZP8OY	10	1	582494	637279	-9	-54785	12	22	Iraq	Other	Third	Biomedical & Health Sciences	Male	the first one (linear			
58e45e33d46cc6fa347e9060		reverse	echo	3	longmire	axis	4	5	3	5	1	108664	428249	221475	424155	899807	106994	2385396	39.76	8.95	10.76	16.78	-1.81	TA2L5	9	8	536913	645630	-1	-108717	18	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45e33d46cc6fa347e9061		reverse	echo	3	longmire	axis	4	6	1	1	0	108371	428223	166751	506336	104932	872878	2377342	39.62	8.94	11.22	16.3	-2.27	UOBPQ	10	2	536594	673087	-8	-136493	12	24	mEXICO	Spanish	Fifth	Natural Sciences	Female	the first one (linear			
58e45e33d46cc6fa347e9062		reverse	echo	0	longmire	axis	4	8	1	5	2	132110	407387	258584	518476	147056	622498	2239647	37.33	8.99	12.95	12.83	-3.96	POQNH	12	6	539497	777060	-6	-237563	20	21	USA	Other	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e33d46cc6fa347e9063		reverse	echo	2	axis	longmire	4	3	2	2	1	163910	356553	337470	603253	597115	118215	2363125	39.39	8.67	15.68	11.92	-7	W12ZU	7	4	520463	940723	-3	-420260	12	21	USA	English	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45e33d46cc6fa347e9064		reverse	echo	2	longmire	axis	5	6	1	0	1	139084	446429	176348	379811	364934	642988	2340290	39	9.76	9.27	16.8	0.49	FTX1J	11	1	585513	556159	-10	29354	13	21	China	Mandarin or Cantonese	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45e33d46cc6fa347e9065		reverse	echo	3	axis	longmire	4	9	5	8	2	161088	321633	140279	411771	156240	765612	2223797	37.06	8.05	9.2	15.36	-1.16	UUTZ9	13	13	482721	552050	0	-69329	28	18	USA	Mandarin or Cantonese	First	Engineering	Male	the second one (triangular)			
58e45e33d46cc6fa347e9066		reverse	echo	4	longmire	axis	4	5	1	0	1	137955	358705	405651	598965	165208	626354	2502554	41.71	8.28	16.74	13.19	-8.47	AYPYF	9	1	496660	1004616	-8	-507956	11	20	USA	English	Second	Math or Computer Sciences	Male	the first one (linear			
58e45e33d46cc6fa347e9067		reverse	echo	2	axis	longmire	4	8	1	5	2	107661	287586	215480	671074	104298	610540	2203064	36.72	6.59	14.78	11.91	-8.19	UNUPL	12	6	395247	886554	-6	-491307	20	20	Taiwan	Mandarin or Cantonese	Second	Biomedical & Health Sciences	Male	the first one (linear			
58e45e33d46cc6fa347e9068		reverse	echo	0	longmire	axis	5	7	4	8	2	114668	415326	216733	328340	636496	152369	2113749	35.23	8.83	9.08	13.15	-0.25	RGOP0	12	12	529994	545073	0	-15079	26	19	USA	English	First	Engineering	Female	the second one (triangular)			
58e45e33d46cc6fa347e9069		reverse	echo	3	longmire	axis	4	7	4	6	2	106617	308157	131163	392302	130290	884390	2127691	35.46	6.91	8.72	16.91	-1.81	78CYG	11	10	414774	523465	-1	-108691	23	19	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e33d46cc6fa347e906a		experiment	echo	4	axis	longmire	3	5	4	7	2	159028	331220	134985	443985	566574	104189	1946437	32.44	8.17	9.65	11.18	-1.48	WMNAY	8	11	490248	578970	3	-88722	21	22	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45e33d46cc6fa347e906b		experiment	echo	2	axis	longmire	4	9	4	10	2	141790	494496	186568	363475	128028	561211	2564704	42.75	10.6	9.17	11.49	1.44	2JSK2	13	14	636286	550043	1	86243	29	20	Brazil	Other	Third	Math or Computer Sciences	Male	the second one (triangular)			
58e45e33d46cc6fa347e906c		reverse	echo	4	axis	longmire	4	5	3	8	1	144957	313118	129106	461287	115309	621860	2045305	34.09	7.63	9.84	12.29	-2.21	Z65A1	9	11	458075	590393	2	-132318	21	20	USA	Other	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45e33d46cc6fa347e906d		reverse	echo	4	longmire	axis	5	8	1	0	2	98111	344385	325172	411145	112472	516238	2050708	34.18	7.37	12.27	10.48	-4.9	WM4OX	13	1	442496	736317	-12	-293821	16	20	USA	English	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45e33d46cc6fa347e906e		reverse	echo	4	longmire	axis	4	3	0	3	0	93422	338099	112987	161733	835691	75820	1740197	29	7.19	4.58	15.19	2.61	9YM1Z	7	3	431521	274720	-4	156801	10	21	USA	English	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45e33d46cc6fa347e906f		reverse	echo	3	longmire	axis	5	5	2	4	0	136358	353993	379281	446215	102961	322544	1889229	31.49	8.17	13.76	7.09	-5.59	OOSCB	10	6	490351	825496	-4	-335145	16	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e33d46cc6fa347e9070		reverse	echo	2	longmire	axis	4	4	2	0	1	116934	472023	276084	273019	694101	41730	2017643	33.63	9.82	9.15	12.26	0.66	0T69Q	8	2	588957	549103	-6	39854	11	19	Korea	Other	First	Math or Computer Sciences	Male	the first one (linear			
58e45e33d46cc6fa347e9071		reverse	echo	2	axis	longmire	5	10	5	7	1	132647	271115	240896	432616	115521	1257100	2963956	49.4	6.73	11.23	22.88	-4.5	0O5R5	15	12	403762	673512	-3	-269750	28	18	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e33d46cc6fa347e9072		reverse	echo	2	longmire	axis	4	9	2	8	1	91464	296172	263062	222281	179377	563217	1847544	30.79	6.46	8.09	12.38	-1.63	1SZED	13	10	387636	485343	-3	-97707	24	21	USA	English	Third	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45e33d46cc6fa347e9073		experiment	echo	0	axis	longmire	5	6	3	3	1	175448	229328	193595	374587	54284	492279	1860234	31	6.75	9.47	9.11	-2.72	RE9Z1	11	6	404776	568182	-5	-163406	18	18	USA	English	First	Humanities	Female	the first one (linear			
58e45e33d46cc6fa347e9074		experiment	echo	2	longmire	axis	3	6	1	0	0	156949	377362	244968	331777	70638	442445	1859069	30.98	8.91	9.61	8.55	-0.71	DJ7X4	9	1	534311	576745	-8	-42434	10	21	USA	English	Third	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45e33d46cc6fa347e9075		reverse	echo	3	longmire	axis	5	9	3	8	2	104292	336780	226991	385746	111113	678750	2066367	34.44	7.35	10.21	13.16	-2.86	26O5W	14	11	441072	612737	-3	-171665	27	23	Korea	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45e33d46cc6fa347e9076		reverse	echo	4	longmire	axis	5	5	1	1	2	101902	270685	160133	344181	101721	464301	1564066	26.07	6.21	8.41	9.43	-2.2	AX24A	10	2	372587	504314	-8	-131727	14	21	USA	English	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45e33d46cc6fa347e9077		reverse	echo	2	axis	longmire	5	7	4	6	1	117935	240414	152513	319784	150721	355404	1511963	25.2	5.97	7.87	8.44	-1.9	KV969	12	10	358349	472297	-2	-113948	23	22	USA	English	Fifth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88f1		reverse	foxtrot	2	axis	longmire	5	4	5	8	1	199882	577400	188808	542450	285286	949852	2956385	49.27	12.95	12.19	20.59	0.77	QP34G	9	13	777282	731258	4	46024	23	20	INDONESIA	Other	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45df9d46cc6fa347e88f2		experiment	foxtrot	2	longmire	axis	3	7	0	9	2	222758	621305	373252	360655	180922	751329	2998922	49.98	14.07	12.23	15.54	1.84	NRVM6	10	9	844063	733907	-1	110156	21	19	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88f3		experiment	foxtrot	3	axis	longmire	5	7	5	10	2	214140	481049	173075	388562	299313	1084394	2865357	47.76	11.59	9.36	23.06	2.23	9CB27	12	15	695189	561637	3	133552	29	18	Mexico	Spanish	First	Math or Computer Sciences	Male	the first one (linear			
58e45df9d46cc6fa347e88f4		experiment	foxtrot	3	longmire	axis	2	8	1	9	0	149470	816164	274123	453766	1186143	224606	3753889	62.56	16.09	12.13	23.51	3.96	O4HU0	10	10	965634	727889	0	237745	20	28	Belarus	Other	Third	Math or Computer Sciences	Female	the second one (triangular)			
58e45df9d46cc6fa347e88f5		experiment	foxtrot	2	longmire	axis	5	8	4	10	2	157034	625152	175590	354951	166457	860270	2722568	45.38	13.04	8.84	17.11	4.19	LXM5D	13	14	782186	530541	1	251645	29	19	China	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45df9d46cc6fa347e88f6		reverse	foxtrot	2	longmire	axis	4	6	5	8	0	87437	419564	302754	340350	196397	966667	2648298	44.14	8.45	10.72	19.38	-2.27	CZLGR	10	13	507001	643104	3	-136103	23	18	USA	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88f7		experiment	foxtrot	2	axis	longmire	2	7	4	6	2	160366	464145	170828	465702	143233	632121	2346793	39.11	10.41	10.61	12.92	-0.2	P3Y2J	9	10	624511	636530	1	-12019	21	18	USA	English	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45df9d46cc6fa347e88f8		experiment	foxtrot	0	longmire	axis	2	5	4	8	0	138908	432540	212666	333309	103747	1235003	2834703	47.25	9.52	9.1	22.31	0.42	FSTGR	7	12	571448	545975	5	25473	19	18	USA	English	First	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45df9d46cc6fa347e88f9		reverse	foxtrot	3	axis	longmire	4	7	2	5	2	161793	475703	158667	520995	223830	684386	2469146	41.15	10.62	11.33	15.14	-0.7	UPEEJ	11	7	637496	679662	-4	-42166	20	25	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45df9d46cc6fa347e88fa		experiment	foxtrot	0	longmire	axis	4	5	1	1	0	185010	454757	329355	371944	58596	1058021	2787107	46.45	10.66	11.69	18.61	-1.03	90L9R	9	2	639767	701299	-7	-61532	11	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88fb		experiment	foxtrot	3	axis	longmire	5	8	2	9	2	175115	480923	167867	513287	192997	470979	2402300	40.04	10.93	11.35	11.07	-0.42	5EC34	13	11	656038	681154	-2	-25116	26	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88fc		reverse	foxtrot	0	axis	longmire	4	4	3	6	0	180765	361452	163088	459446	794759	201719	2294960	38.25	9.04	10.38	16.61	-1.34	BZ88S	8	9	542217	622534	1	-80317	17	20	Korea	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88fd		experiment	foxtrot	3	longmire	axis	5	8	5	10	1	149793	440768	187945	374794	110447	757518	2293758	38.23	9.84	9.38	14.47	0.46	TPMBF	13	15	590561	562739	2	27822	29	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e88fe		experiment	foxtrot	2	longmire	axis	4	8	5	9	2	146969	456221	222245	320003	174126	379022	2152293	35.87	10.05	9.04	9.22	1.02	MJGHF	12	14	603190	542248	2	60942	28	21	USA	Other	Fourth	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45df9d46cc6fa347e88ff		experiment	foxtrot	3	longmire	axis	4	7	5	9	2	85478	436772	163338	317073	488088	134473	1772431	29.54	8.7	8.01	10.38	0.7	G1J35	11	14	522250	480411	3	41839	27	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45df9d46cc6fa347e8900		experiment	foxtrot	0	longmire	axis	5	7	4	8	0	124722	436649	314353	371009	194184	546082	2150131	35.84	9.36	11.42	12.34	-2.07	GLAFZ	12	12	561371	685362	0	-123991	24	21	USA	Spanish	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8901		experiment	foxtrot	3	longmire	axis	5	6	4	8	2	127847	387040	235670	336611	721860	195512	2202805	36.71	8.58	9.54	15.29	-0.96	GELJG	11	12	514887	572281	1	-57394	25	19	USA	English	Second	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45df9d46cc6fa347e8902		experiment	foxtrot	3	longmire	axis	4	6	3	8	1	114659	505671	225099	304412	323366	426035	2474019	41.23	10.34	8.83	12.49	1.51	848ON	10	11	620330	529511	1	90819	22	25	peru	Spanish	Fifth	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45df9d46cc6fa347e8903		experiment	foxtrot	0	axis	longmire	1	1	2	2	0	89195	146024	46732	141554	119487	830441	1510910	25.18	3.92	3.14	15.83	0.78	EBFQN	2	4	235219	188286	2	46933	6	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8904		experiment	foxtrot	3	longmire	axis	3	6	1	0	1	156024	663731	520001	722194	170484	487373	3073885	51.23	13.66	20.7	10.96	-7.04	G50Y1	9	1	819755	1242195	-8	-422440	11	29	USA	English	Fifth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8905		experiment	foxtrot	2	longmire	axis	5	5	5	8	1	159871	610422	394891	436450	863269	117880	3123454	52.06	12.84	13.86	16.35	-1.02	B705H	10	13	770293	831341	3	-61048	24	23	USA	Other	Fifth	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45df9d46cc6fa347e8906		experiment	foxtrot	0	axis	longmire	5	6	5	8	1	133057	266800	147065	446711	175707	579052	2573197	42.89	6.66	9.9	12.58	-3.23	G3HTX	11	13	399857	593776	2	-193919	25	20	China	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8907		experiment	foxtrot	0	longmire	axis	5	7	1	1	0	87490	363800	225513	346761	165988	567159	2051062	34.18	7.52	9.54	12.22	-2.02	TAL8M	12	2	451290	572274	-10	-120984	14	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8908		experiment	foxtrot	2	axis	longmire	3	5	2	2	0	201411	376202	264009	595786	111108	431639	2669329	44.49	9.63	14.33	9.05	-4.7	OYVRD	8	4	577613	859795	-4	-282182	12	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45df9d46cc6fa347e8909		reverse	foxtrot	0	longmire	axis	5	9	4	8	1	138198	442784	266578	410230	420794	51659	1992120	33.2	9.68	11.28	7.87	-1.6	12TUL	14	12	580982	676808	-2	-95826	27	19	USA	English	Second	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45df9d46cc6fa347e890a		experiment	foxtrot	3	longmire	axis	4	6	0	0	0	104936	344619	137153	295682	356236	91927	1564211	26.07	7.49	7.21	7.47	0.28	5SOSL	10	0	449555	432835	-10	16720	10	21	Philippines	Other	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45df9d46cc6fa347e890b		experiment	foxtrot	0	axis	longmire	4	8	5	9	2	124036	326720	149258	254976	89833	932825	2253576	37.56	7.51	6.74	17.04	0.78	B2DME	12	14	450756	404234	2	46522	28	21	United Kingdom	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80b1		experiment	golf	4	axis	longmire	3	8	5	5	2	280332	481351	177930	654560	170669	902562	3005988	50.1	12.69	13.87	17.89	-1.18	BO123	11	10	761683	832490	-1	-70807	23	22	USA	English	Fifth	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45dcad46cc6fa347e80b2		experiment	golf	0	axis	longmire	5	9	2	3	2	131233	407723	118142	628721	169371	721922	2556579	42.61	8.98	12.45	14.85	-3.47	W4U0A	14	5	538956	746863	-9	-207907	21	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80b3		experiment	golf	4	longmire	axis	4	6	4	6	2	83534	307290	179151	370738	230866	1013578	2432847	40.55	6.51	9.16	20.74	-2.65	HO7VP	10	10	390824	549889	0	-159065	22	20	Vietnam	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80b4		experiment	golf	4	axis	longmire	3	6	3	7	0	196022	398254	168260	430291	856031	79548	2438308	40.64	9.9	9.98	15.59	-0.07	19ZLL	9	10	594276	598551	1	-4275	19	18	USA	Mandarin or Cantonese	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45dcad46cc6fa347e80b5		experiment	golf	0	axis	longmire	5	10	5	8	2	247783	655133	194642	574257	179505	848788	3098461	51.64	15.05	12.81	17.14	2.23	VRYKA	15	13	902916	768899	-2	134017	30	20	USA	Spanish	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45dcad46cc6fa347e80b6		experiment	golf	0	longmire	axis	4	9	0	0	2	154807	511957	379583	389911	117422	580240	2348153	39.14	11.11	12.82	11.63	-1.71	D2CRL	13	0	666764	769494	-13	-102730	15	22	USA	English	Fifth	Biomedical & Health Sciences	Female	the first one (linear			
58e45dcad46cc6fa347e80b7		reverse	golf	0	axis	longmire	5	6	4	5	0	107080	190754	77010	310271	82809	730289	1690850	28.18	4.96	6.45	13.55	-1.49	8LQCF	11	9	297834	387281	-2	-89447	20	25	USA	English	Fifth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80b8		experiment	golf	4	longmire	axis	5	8	3	9	1	170732	518899	160620	386906	135489	662799	2317952	38.63	11.49	9.13	13.3	2.37	5OBUK	13	12	689631	547526	-1	142105	26	23	USA	English	Fourth	Biomedical & Health Sciences	Male	the first one (linear			
58e45dcad46cc6fa347e80b9		experiment	golf	4	axis	longmire	4	5	4	7	1	210374	413512	175864	415363	584690	166859	2222255	37.04	10.4	9.85	12.53	0.54	R0DD9	9	11	623886	591227	2	32659	21	20	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45dcad46cc6fa347e80ba		experiment	golf	0	axis	longmire	4	10	2	3	2	188012	339873	245735	687463	182850	568261	2522253	42.04	8.8	15.55	12.52	-6.76	7HF5H	14	5	527885	933198	-9	-405313	21	20	Iran	Other	Second	Natural Sciences	Male	the first one (linear			
58e45dcad46cc6fa347e80bb		reverse	golf	0	longmire	axis	4	6	1	5	0	105340	528910	197051	385906	335135	588316	2495058	41.58	10.57	9.72	15.39	0.85	EK01F	10	6	634250	582957	-4	51293	16	22	China	Mandarin or Cantonese	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80bc		experiment	golf	2	longmire	axis	5	6	4	7	2	157573	528990	221781	357843	616768	154074	2541329	42.36	11.44	9.66	12.85	1.78	WW14N	11	11	686563	579624	0	106939	24	20	Mexico	English	Third	Humanities	Male	the second one (triangular)			
58e45dcad46cc6fa347e80bd		experiment	golf	4	longmire	axis	5	9	4	7	2	119632	354176	208701	378723	310532	172887	1797861	29.96	7.9	9.79	8.06	-1.89	MFPR7	14	11	473808	587424	-3	-113616	27	21	USA	English	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45dcad46cc6fa347e80be		experiment	golf	2	longmire	axis	5	6	5	10	2	122912	291687	122865	222552	83818	522825	2069666	34.49	6.91	5.76	10.11	1.15	9ZMW8	11	15	414599	345417	4	69182	28	19	Korea	Other	Second	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45dcad46cc6fa347e80bf		experiment	golf	0	axis	longmire	5	10	3	8	1	142010	316509	154031	393201	143495	862788	2766646	46.11	7.64	9.12	16.77	-1.48	DV3ER	15	11	458519	547232	-4	-88713	27	20	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80c0		experiment	golf	4	axis	longmire	5	8	5	10	2	241977	499318	178459	479190	336502	829621	2881795	48.03	12.35	10.96	19.44	1.39	89RBJ	13	15	741295	657649	2	83646	30	20	USA	Spanish	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45dcad46cc6fa347e80c1		experiment	golf	4	longmire	axis	5	8	2	6	1	138093	423676	159548	269689	125797	533941	1930090	32.17	9.36	7.15	11	2.21	YQDA2	13	8	561769	429237	-5	132532	22	18	USA	English	First	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45dcad46cc6fa347e80c2		experiment	golf	4	longmire	axis	4	8	1	6	2	256833	416083	374898	418638	134522	435339	2294313	38.24	11.22	13.23	9.5	-2.01	K5P3L	12	7	672916	793536	-5	-120620	21	21	USA	Other	Third	Biomedical & Health Sciences	Male	the first one (linear			
58e45dcad46cc6fa347e80c3		experiment	golf	4	axis	longmire	5	6	5	8	1	135569	276039	95248	433081	483064	79894	2030752	33.85	6.86	8.81	9.38	-1.95	C02DT	11	13	411608	528329	2	-116721	25	20	USA	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d80d46cc6fa347e7aa8		reverse	hotel	4	axis	longmire	3	7	4	9	1	162334	415394	223771	526657	210668	1638056	3429892	57.16	9.63	12.51	30.81	-2.88	Z10XW	10	13	577728	750428	3	-172700	24	18	USA	English	First	Humanities	Female	the first one (linear			
58e45d80d46cc6fa347e7aa9		reverse	hotel	4	axis	longmire	5	6	5	8	1	209990	432120	242096	760497	190201	869610	3012797	50.21	10.7	16.71	17.66	-6.01	VJ2BM	11	13	642110	1002593	2	-360483	25	22	USA	Spanish	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d80d46cc6fa347e7aaa		reverse	hotel	4	longmire	axis	5	9	4	8	2	226997	529243	240893	409844	277577	951739	2949448	49.16	12.6	10.85	20.49	1.76	LTQOU	14	12	756240	650737	-2	105503	28	19	USA	English	Second	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45d80d46cc6fa347e7aab		experiment	hotel	2	longmire	axis	4	4	4	7	0	96524	441043	214487	317123	241928	511135	2103872	35.06	8.96	8.86	12.55	0.1	JC60L	8	11	537567	531610	3	5957	19	19	USA	English	First	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45d80d46cc6fa347e7aac		reverse	hotel	4	longmire	axis	4	6	2	4	2	135580	352171	239132	696309	268829	569713	2536861	42.28	8.13	15.59	13.98	-7.46	R9VP8	10	6	487751	935441	-4	-447690	18	25	Korea	Other	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7aad		reverse	hotel	4	axis	longmire	4	7	5	7	2	182318	313328	175418	436123	115392	413284	1956320	32.61	8.26	10.19	8.81	-1.93	QBQGZ	11	12	495646	611541	1	-115895	25	23	Guangdong	Mandarin or Cantonese	Other	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d80d46cc6fa347e7aae		reverse	hotel	2	longmire	axis	4	6	1	0	0	141638	332482	177992	506330	1002009	135456	2548127	42.47	7.9	11.41	18.96	-3.5	48ZDE	10	1	474120	684322	-9	-210202	11	23	China	Mandarin or Cantonese	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7aaf		reverse	hotel	4	longmire	axis	4	4	3	8	2	141349	540112	196205	446558	245271	577705	2455543	40.93	11.36	10.71	13.72	0.64	HDDC2	8	11	681461	642763	3	38698	21	21	India	Other	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45d80d46cc6fa347e7ab0		reverse	hotel	4	axis	longmire	5	7	5	10	1	153949	330287	198269	651058	141876	670935	2438232	40.64	8.07	14.16	13.55	-6.08	UM82L	12	15	484236	849327	3	-365091	28	19	USA	English	Second	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45d80d46cc6fa347e7ab1		reverse	hotel	3	longmire	axis	4	6	2	5	1	169896	676089	322392	743165	194998	554733	3088487	51.47	14.1	17.76	12.5	-3.66	5HR1X	10	7	845985	1065557	-3	-219572	18	21	USA	Spanish	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45d80d46cc6fa347e7ab2		reverse	hotel	3	longmire	axis	4	6	4	7	1	128091	429446	242643	317581	623429	149441	2197521	36.63	9.29	9.34	12.88	-0.04	N0783	10	11	557537	560224	1	-2687	22	22	TURKEY	Other	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7ab3		experiment	hotel	3	longmire	axis	5	6	3	8	1	195498	582554	146878	351009	885111	74413	2941130	49.02	12.97	8.3	15.99	4.67	K015Z	11	11	778052	497887	0	280165	23	19	USA	English	Second	Math or Computer Sciences	Male	the second one (triangular)			
58e45d80d46cc6fa347e7ab4		reverse	hotel	4	longmire	axis	5	8	5	10	2	161514	467185	232402	415933	82431	769927	2468519	41.14	10.48	10.81	14.21	-0.33	Z7V3J	13	15	628699	648335	2	-19636	30	20	USA	English	Second	Biomedical & Health Sciences	Female	the second one (triangular)			
