dbid		experiment	session	condition	lm_scenarios	tm_scenarios	ls_n	lt_n	ts_n	tt_n	d_n	ls_t	lt_t	ts_t	tt_t	d_t	draw_t	totalTime	TOTAL_T_M	LM_T_M	TM_T_M	D_T_M	DIFF_T_M	subject	linear_score	triangular_score	linear_time	triangular_time	score_diff	time_diff	totalScore	AGE	COUNTRY	LANGUAGE	EDUCATION	MAJOR	GENDER	PREFERENCE			
58e45c2bd46cc6fa347e5ae6		experiment	lima	4	longmire	axis	5	7	3	8	2	240609	632656	203166	511657	200272	941727	3085555	51.43	14.55	11.91	19.03	2.64	1DJQB	12	11	873265	714823	-1	158442	25	21	Mexico	Spanish	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5ae7		reverse	lima	1	longmire	axis	4	8	2	8	2	197157	557402	330665	563864	214079	850793	3025124	50.42	12.58	14.91	17.75	-2.33	0Z1HR	12	10	754559	894529	-2	-139970	24	18	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5ae8		experiment	lima	1	longmire	axis	4	5	3	4	1	178983	548138	323697	430732	170016	975276	3017807	50.3	12.12	12.57	19.09	-0.46	HJ1HN	9	7	727121	754429	-2	-27308	17	19	USA	Spanish	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5ae9		experiment	lima	1	longmire	axis	5	9	5	8	2	171416	480845	215843	375828	573451	291639	2480247	41.34	10.87	9.86	14.42	1.01	Y4D6B	14	13	652261	591671	-1	60590	29	18	USA	English	First	Engineering	Male	the second one (triangular)			
58e45c2bd46cc6fa347e5aea		reverse	lima	4	longmire	axis	4	6	5	9	2	143171	582570	203856	392099	102021	713824	2427338	40.46	12.1	9.93	13.6	2.16	KX6W7	10	14	725741	595955	4	129786	26	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5aeb		experiment	lima	4	longmire	axis	4	6	4	6	2	144151	514951	185241	454130	135398	599481	2442199	40.7	10.99	10.66	12.25	0.33	T08QA	10	10	659102	639371	0	19731	22	20	USA	English	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5aec		experiment	lima	4	longmire	axis	5	8	5	9	2	147357	341053	145956	334145	97233	785373	2307594	38.46	8.14	8	14.71	0.14	ZZUMG	13	14	488410	480101	1	8309	29	21	China	Mandarin or Cantonese	Third	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45c2bd46cc6fa347e5aed		reverse	lima	4	axis	longmire	5	4	5	5	2	162357	303173	247710	434448	123614	630564	2205090	36.75	7.76	11.37	12.57	-3.61	D1Y3M	9	10	465530	682158	1	-216628	21	21	USA	Mandarin or Cantonese	Fourth	Natural Sciences	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5aee		reverse	lima	1	longmire	axis	4	9	2	10	1	142666	592299	409694	538350	161642	688369	3034873	50.58	12.25	15.8	14.17	-3.55	WFZSV	13	12	734965	948044	-1	-213079	26	18	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5aef		reverse	lima	0	axis	longmire	4	8	3	8	2	147796	248842	125326	318884	507158	85949	1778083	29.63	6.61	7.4	9.89	-0.79	VZJRM	12	11	396638	444210	-1	-47572	25	19	Taiwan	Mandarin or Cantonese	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45c2bd46cc6fa347e5af0		experiment	lima	1	axis	longmire	4	6	5	8	2	132559	233141	180518	378039	112663	466969	1842588	30.71	6.1	9.31	9.66	-3.21	VG4GF	10	13	365700	558557	3	-192857	25	19	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5af1		experiment	lima	1	longmire	axis	4	5	0	6	1	101776	309764	217167	340931	136683	491150	2181598	36.36	6.86	9.3	10.46	-2.44	53E5K	9	6	411540	558098	-3	-146558	16	18	China	Mandarin or Cantonese	First	Math or Computer Sciences	Male	the second one (triangular)			
58e45c2bd46cc6fa347e5af2		reverse	lima	4	longmire	axis	5	8	2	5	2	105691	422587	167761	333856	549648	216589	2141654	35.69	8.8	8.36	12.77	0.44	9ZW9M	13	7	528278	501617	-6	26661	22	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5af3		experiment	lima	1	axis	longmire	5	10	4	9	2	151050	369462	127889	381998	432462	408778	2207844	36.8	8.68	8.5	14.02	0.18	0R4YC	15	13	520512	509887	-2	10625	30	20	Mexico	Spanish	Third	Natural Sciences	Male	the second one (triangular)			
58e45c2bd46cc6fa347e5af4		experiment	lima	1	axis	longmire	3	6	4	4	0	114073	221715	94052	379532	132615	649378	1904813	31.75	5.6	7.89	13.03	-2.3	206ZK	9	8	335788	473584	-1	-137796	17	20	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5af5		experiment	lima	4	longmire	axis	4	6	3	9	1	122107	395127	155657	300196	202199	605034	2129981	35.5	8.62	7.6	13.45	1.02	B23GR	10	12	517234	455853	2	61381	23	20	USA	English	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5af6		experiment	lima	3	axis	longmire	5	8	2	2	2	152128	362189	252189	678486	636963	49186	2467801	41.13	8.57	15.51	11.44	-6.94	EU0SL	13	4	514317	930675	-9	-416358	19	20	Korea	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5af7		reverse	lima	4	longmire	axis	4	6	3	3	0	96389	294984	145711	251399	164872	522766	1804003	30.07	6.52	6.62	11.46	-0.1	R7ORQ	10	6	391373	397110	-4	-5737	16	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5af8		experiment	lima	4	longmire	axis	4	6	2	5	0	105075	452398	268984	527931	38102	625545	2291986	38.2	9.29	13.28	11.06	-3.99	42RUW	10	7	557473	796915	-3	-239442	17	20	Korea	Other	Second	Fine Arts	Female	the second one (triangular)			
58e45c2bd46cc6fa347e5af9		experiment	lima	1	longmire	axis	3	6	1	1	0	336657	985977	311847	679620	389090	84401	3270982	54.52	22.04	16.52	7.89	5.52	HQRRA	9	2	1322634	991467	-7	331167	11	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5afa		reverse	lima	1	axis	longmire	4	7	5	9	1	164208	325041	97042	428964	133941	371166	1804001	30.07	8.15	8.77	8.42	-0.61	0MQD4	11	14	489249	526006	3	-36757	26	19	USA	English	Second	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45c2bd46cc6fa347e5afb		experiment	lima	3	axis	longmire	3	9	4	8	2	149580	250953	167924	258598	94708	592696	1801278	30.02	6.68	7.11	11.46	-0.43	XJH0T	12	12	400533	426522	0	-25989	26	20	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5afc		experiment	lima	1	longmire	axis	4	5	1	0	0	285326	447863	163648	501743	482930	199680	2848353	47.47	12.22	11.09	11.38	1.13	452JP	9	1	733189	665391	-8	67798	10	19	China	Mandarin or Cantonese	First	Math or Computer Sciences	Female	the first one (linear			
58e45c2bd46cc6fa347e5afd		experiment	lima	3	axis	longmire	3	9	4	7	1	222875	246556	196825	430994	283887	611849	2338888	38.98	7.82	10.46	14.93	-2.64	Z2MDK	12	11	469431	627819	-1	-158388	24	23	USA	English	Fourth	Biomedical & Health Sciences	Male	the first one (linear			
58e45c2bd46cc6fa347e5afe		experiment	lima	3	longmire	axis	4	5	0	0	1	137919	327646	209482	339942	455864	267231	2723828	45.4	7.76	9.16	12.05	-1.4	29438	9	0	465565	549424	-9	-83859	10	18	Nepal 	Other	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45c2bd46cc6fa347e5aff		experiment	lima	1	axis	longmire	5	8	3	6	1	119716	277879	167874	283856	81729	559891	1782282	29.7	6.63	7.53	10.69	-0.9	N87KU	13	9	397595	451730	-4	-54135	23	19	India	Other	Second	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5235		reverse	november	2	axis	longmire	5	7	4	8	1	174179	391266	273424	422888	83233	1787027	3455159	57.59	9.42	11.61	31.17	-2.18	4H45F	12	12	565445	696312	0	-130867	25	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e5236		reverse	november	2	longmire	axis	5	8	1	6	2	175200	478438	630386	436175	166347	1197669	3430989	57.18	10.89	17.78	22.73	-6.88	2LN6K	13	7	653638	1066561	-6	-412923	22	Deja Armstrong	USA	English	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e5237		experiment	mike	2	axis	longmire	5	4	2	7	1	298105	618511	351794	735665	285114	960641	3690372	61.51	15.28	18.12	20.76	-2.85	PR9HV	9	9	916616	1087459	0	-170843	19	19	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e5238		reverse	november	3	axis	longmire	5	9	4	9	2	171725	430790	274763	774115	161258	933430	3212119	53.54	10.04	17.48	18.24	-7.44	T82QM	14	13	602515	1048878	-1	-446363	29	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e5239		reverse	mike	4	longmire	axis	5	9	4	8	1	137296	339417	250852	331759	903443	163419	2511535	41.86	7.95	9.71	17.78	-1.76	M5B60	14	12	476713	582611	-2	-105898	27	19	USA	English	Second	Social Sciences (incl. CogSci)	Other	the second one (triangular)			
58e45befd46cc6fa347e523a		reverse	november	2	longmire	axis	4	7	1	0	1	124055	572562	347159	501296	167567	1087232	3151566	52.53	11.61	14.14	20.91	-2.53	BZOAF	11	1	696617	848455	-10	-151838	13	19	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e523b		reverse	november	3	axis	longmire	3	7	2	0	1	138505	319122	262451	361883	179761	794994	2442081	40.7	7.63	10.41	16.25	-2.78	R0VCG	10	2	457627	624334	-8	-166707	13	20	USA	Other	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e523c		experiment	november	2	axis	longmire	4	4	5	4	1	267758	348510	327207	436133	192697	472724	2399964	40	10.27	12.72	11.09	-2.45	HCU65	8	9	616268	763340	1	-147072	18	21	India	English	Third	Natural Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e523d		reverse	november	1	axis	longmire	5	9	4	9	2	155708	404697	269919	437092	79382	1465133	3224513	53.74	9.34	11.78	25.74	-2.44	1RRQY	14	13	560405	707011	-1	-146606	29	18	INDIA	Other	First	Engineering	Female	the second one (triangular)			
58e45befd46cc6fa347e523e		reverse	november	2	longmire	axis	5	8	3	8	1	115651	419650	350679	418135	492288	153002	2381243	39.69	8.92	12.81	10.75	-3.89	FEK1A	13	11	535301	768814	-2	-233513	25	23	Korea	Other	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e523f		reverse	november	0	longmire	axis	5	7	2	2	2	111881	330465	271716	518114	117241	584869	2312791	38.55	7.37	13.16	11.7	-5.79	0YCBK	12	4	442346	789830	-8	-347484	18	20	Korea	Other	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e5240		reverse	november	3	axis	longmire	5	7	5	9	2	147674	355730	169513	420453	122466	587880	2322299	38.7	8.39	9.83	11.84	-1.44	Y163Y	12	14	503404	589966	2	-86562	28	21	China	Mandarin or Cantonese	Third	Natural Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5241		reverse	november	2	axis	longmire	4	6	4	8	2	129293	284502	264132	302969	109471	718112	2147696	35.79	6.9	9.45	13.79	-2.56	2G6DZ	10	12	413795	567101	2	-153306	24	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e5242		experiment	november	0	axis	longmire	3	5	2	1	2	96851	262370	75690	238164	164224	374080	1583562	26.39	5.99	5.23	8.97	0.76	5HJKF	8	3	359221	313854	-5	45367	13	18	India	Other	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5243		reverse	mike	3	longmire	axis	4	8	3	5	1	127446	491709	249524	440329	1496901	141684	3685510	61.43	10.32	11.5	27.31	-1.18	WXTMW	12	8	619155	689853	-4	-70698	21	1984	USA	English	Third	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5244		reverse	november	3	axis	longmire	4	9	5	8	2	134331	290760	193852	420158	154920	455927	1904601	31.74	7.08	10.23	10.18	-3.15	0VL0U	13	13	425091	614010	0	-188919	28	22	Korea	Other	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e5245		reverse	november	3	axis	longmire	4	9	2	2	1	100592	221268	164027	450716	77566	532462	1784647	29.74	5.36	10.25	10.17	-4.88	RSWNL	13	4	321860	614743	-9	-292883	18	21	Mongolia	Other	Third	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45befd46cc6fa347e5246		reverse	november	2	longmire	axis	4	6	1	0	0	153877	556022	510719	689648	57311	1006224	3369711	56.16	11.83	20.01	17.73	-8.17	7ED8L	10	1	709899	1200367	-9	-490468	11	26	Thailand	English	Fifth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5247		reverse	november	2	longmire	axis	5	9	3	9	2	149418	521625	253309	389168	84222	1161083	3051312	50.86	11.18	10.71	20.76	0.48	UO2T6	14	12	671043	642477	-2	28566	28	19	USA	Other	Second	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5248		reverse	mike	0	axis	longmire	5	4	2	3	1	142992	325272	187185	604072	167217	634006	2475607	41.26	7.8	13.19	13.35	-5.38	NNQMR	9	5	468264	791257	-4	-322993	15	25	Sri Lanka	Other	Fourth	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45befd46cc6fa347e5249		reverse	mike	3	axis	longmire	5	7	2	2	2	169202	345360	236272	1034521	152454	1132991	3566683	59.44	8.58	21.18	21.42	-12.6	UBU1J	12	4	514562	1270793	-8	-756231	18	20	China	Mandarin or Cantonese	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e524a		reverse	november	3	axis	longmire	4	6	2	3	2	150486	369224	219406	1009156	226209	1140951	3418310	56.97	8.66	20.48	22.79	-11.81	WRSTF	10	5	519710	1228562	-5	-708852	17	18	USA	Spanish	First	Engineering	Male	the second one (triangular)			
58e45befd46cc6fa347e524b		reverse	mike	4	axis	longmire	4	6	5	6	2	107368	279402	171880	497897	213812	1211346	2840748	47.35	6.45	11.16	23.75	-4.72	AJO2K	10	11	386770	669777	1	-283007	23	20	England	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e524c		reverse	november	1	longmire	axis	5	7	4	9	1	198323	545884	286677	742915	654876	313165	3149783	52.5	12.4	17.16	16.13	-4.76	SM3FW	12	13	744207	1029592	1	-285385	26	20	USA	English	Third	Math or Computer Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e524d		reverse	mike	1	longmire	axis	5	8	4	8	1	164653	586120	323420	408704	812004	68020	2880295	48	12.51	12.2	14.67	0.31	XN2WE	13	12	750773	732124	-1	18649	26	20	China	Mandarin or Cantonese	Second	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e524e		reverse	mike	0	axis	longmire	5	8	2	3	2	119416	312408	213442	651289	142096	528567	2532064	42.2	7.2	14.41	11.18	-7.22	WMC7L	13	5	431824	864731	-8	-432907	20	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e524f		reverse	mike	0	axis	longmire	5	9	4	9	1	184537	525564	203201	538494	115672	836962	2836944	47.28	11.84	12.36	15.88	-0.53	14F0J	14	13	710101	741695	-1	-31594	28	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e5250		reverse	november	1	axis	longmire	5	8	3	7	2	161811	463014	314205	681414	167612	474415	2671403	44.52	10.41	16.59	10.7	-6.18	80TJK	13	10	624825	995619	-3	-370794	25	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e5251		experiment	mike	0	axis	longmire	3	9	5	7	0	227606	537096	195974	597223	230819	877196	3214042	53.57	12.75	13.22	18.47	-0.47	E43B1	12	12	764702	793197	0	-28495	24	21	USA	Spanish	Fourth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5252		experiment	mike	0	longmire	axis	5	8	1	1	1	109426	396600	312848	437067	72347	848203	2586487	43.11	8.43	12.5	15.34	-4.06	YJRLT	13	2	506026	749915	-11	-243889	16	19	USA	English	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5253		experiment	mike	1	longmire	axis	5	8	3	7	2	215983	449087	342013	346680	344348	1175685	3315073	55.25	11.08	11.48	25.33	-0.39	9SXEO	13	10	665070	688693	-3	-23623	25	19	Dominican Republic	Mandarin or Cantonese	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e5254		reverse	mike	1	axis	longmire	5	8	4	7	2	128364	334329	193805	441002	98961	919362	2543558	42.39	7.71	10.58	16.97	-2.87	6SESR	13	11	462693	634807	-2	-172114	26	20	USA	English	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45befd46cc6fa347e5255		experiment	mike	2	axis	longmire	3	8	3	8	2	131387	244291	167022	393453	282068	281475	1951516	32.53	6.26	9.34	9.39	-3.08	GP70L	11	11	375678	560475	0	-184797	24	19	USA	English	Second	Math or Computer Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5256		reverse	mike	2	longmire	axis	4	10	4	9	2	110068	428614	214966	422818	94820	787377	2587137	43.12	8.98	10.63	14.7	-1.65	WN45J	14	13	538682	637784	-1	-99102	29	20	China	Mandarin or Cantonese	First	Math or Computer Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5257		reverse	mike	2	longmire	axis	4	9	3	8	1	123366	365533	259937	304442	119053	795118	2392044	39.87	8.15	9.41	15.24	-1.26	DB8P9	13	11	488899	564379	-2	-75480	25	27	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45befd46cc6fa347e5258		reverse	mike	1	axis	longmire	5	7	2	6	0	141351	347186	195769	533071	175861	400426	2204169	36.74	8.14	12.15	9.6	-4.01	NTST8	12	8	488537	728840	-4	-240303	20	21	USA	Spanish	Fourth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45befd46cc6fa347e5259		reverse	november	2	axis	longmire	4	7	5	10	2	204679	408632	239968	531573	135160	712459	2646096	44.1	10.22	12.86	14.13	-2.64	YH6KW	11	15	613311	771541	4	-158230	28	18	China	Mandarin or Cantonese	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e525a		reverse	mike	4	longmire	axis	4	9	3	7	1	111682	448309	194760	365850	145057	475250	2188536	36.48	9.33	9.34	10.34	-0.01	18MDU	13	10	559991	560610	-3	-619	24	19	USA	Spanish	First	Fine Arts	Female	the first one (linear			
58e45befd46cc6fa347e525b		reverse	mike	3	axis	longmire	4	6	5	8	1	153596	333974	273240	458296	127392	410063	2138235	35.64	8.13	12.19	8.96	-4.07	GQN1V	10	13	487570	731536	3	-243966	24	18	Thailand	English	First	Natural Sciences	Female	the first one (linear			
58e45befd46cc6fa347e525c		reverse	november	2	axis	longmire	4	10	3	9	2	119162	185967	235376	224068	103317	451205	1591772	26.53	5.09	7.66	9.24	-2.57	EKNO2	14	12	305129	459444	-2	-154315	28	19	USA	English	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e525d		reverse	mike	0	axis	longmire	4	6	1	1	1	135724	298553	195712	597422	731139	69918	2527063	42.12	7.24	13.22	13.35	-5.98	88WRE	10	2	434277	793134	-8	-358857	13	18	INDIA	Other	First	Math or Computer Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e525e		reverse	mike	0	axis	longmire	5	7	5	9	2	118401	289762	210797	386476	103007	445660	2038959	33.98	6.8	9.95	9.14	-3.15	7L5E7	12	14	408163	597273	2	-189110	28	20	China	Mandarin or Cantonese	Second	Math or Computer Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e525f		reverse	mike	0	axis	longmire	3	5	5	7	1	117516	456260	261151	474535	161009	362547	2278848	37.98	9.56	12.26	8.73	-2.7	G7PG5	8	12	573776	735686	4	-161910	21	21	USA	Spanish	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e5260		reverse	mike	4	longmire	axis	4	8	4	10	2	78425	428092	110742	221747	72387	583314	2010913	33.52	8.44	5.54	10.93	2.9	VVNY9	12	14	506517	332489	2	174028	28	21	Colombia	Spanish	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45befd46cc6fa347e5261		reverse	mike	1	longmire	axis	4	4	0	0	1	116572	161067	200148	345763	369986	62459	1647305	27.46	4.63	9.1	7.21	-4.47	6Y878	8	0	277639	545911	-8	-268272	9	18	USA	English	First	Biomedical & Health Sciences	Female	the first one (linear			
58e45befd46cc6fa347e5262		reverse	mike	1	longmire	axis	4	7	2	7	0	178978	580734	667514	483595	143577	879972	3364638	56.08	12.66	19.19	17.06	-6.52	P307J	11	9	759712	1151109	-2	-391397	20	19	USA	Spanish	First	Biomedical & Health Sciences	Male	the first one (linear			
58e45befd46cc6fa347e5263		reverse	mike	4	longmire	axis	3	7	3	6	1	89023	370534	124537	274288	73161	793097	2161173	36.02	7.66	6.65	14.44	1.01	AHBJE	10	9	459557	398825	-1	60732	20	20	USA	English	Third	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45befd46cc6fa347e5264		experiment	mike	2	axis	longmire	3	9	5	9	2	159846	302849	254973	408967	123515	890651	2548463	42.47	7.71	11.07	16.9	-3.35	59BNT	12	14	462695	663940	2	-201245	28	20	USA	English	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
																																									
																																									
