_id,block,answer__001,answer__002,answer__003,answer__004,answer__005,answer__006,answer__007,answer__008,answer__009,answer__010,answer__011,answer__012,correct,scaffold,question,scenario,graph,condition,session,experiment,subject,time_elapsed,trial_index,rt
"ObjectId(""590a18edbe56e669301b3ffd"")",linear_testing,6,,,,,,,,,,,,1,none,starts,axis,linear,0,right,reverse,UMZCQ,1960476,35,37725
"ObjectId(""590a18edbe56e669301b3ffe"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,right,reverse,UMZCQ,1972496,37,8577
"ObjectId(""590a18edbe56e669301b3fff"")",drawingTest,C1,,,,,,,,,,,,1,none,duration,jones,none,0,right,reverse,UMZCQ,1976996,38,3166
"ObjectId(""590a18edbe56e669301b4000"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,right,reverse,UMZCQ,1983714,39,5380
"ObjectId(""590a18edbe56e669301b4001"")",triangular_scaffolded,G,,,,,,,,,,,,0,none,start,axis,triangular,0,right angle,reverse,HE7PK,52924,5,21869
"ObjectId(""590a18edbe56e669301b4002"")",triangular_scaffolded,,,,,,,,,,,,,0,none,end,axis,triangular,0,right angle,reverse,HE7PK,62206,6,8010
"ObjectId(""590a18edbe56e669301b4003"")",triangular_scaffolded,A,C,E,F,G,H,I,K,L,,,,1,none,duration,axis,triangular,0,right angle,reverse,HE7PK,101574,7,38094
"ObjectId(""590a18edbe56e669301b4004"")",triangular_scaffolded,11,,,,,,,,,,,,0,none,midpoint,axis,triangular,0,right angle,reverse,HE7PK,155307,8,52461
"ObjectId(""590a18edbe56e669301b4005"")",triangular_scaffolded,12,,,,,,,,,,,,0,none,start+overlap,axis,triangular,0,right angle,reverse,HE7PK,175076,9,18499
"ObjectId(""590a18edbe56e669301b4006"")",triangular_testing,F,M,,,,,,,,,,,0,none,meets,axis,triangular,0,right angle,reverse,HE7PK,225138,10,48784
"ObjectId(""590a18edbe56e669301b4007"")",triangular_testing,10,,,,,,,,,,,,0,none,start+duration,axis,triangular,0,right angle,reverse,HE7PK,247833,11,21415
"ObjectId(""590a18edbe56e669301b4008"")",triangular_testing,D,N,,,,,,,,,,,0,none,contain+duration,axis,triangular,0,right angle,reverse,HE7PK,275834,12,26733
"ObjectId(""590a18edbe56e669301b4009"")",triangular_testing,,,,,,,,,,,,,0,none,starts+finishes,axis,triangular,0,right angle,reverse,HE7PK,286337,13,9235
"ObjectId(""590a18edbe56e669301b400a"")",triangular_testing,F,,,,,,,,,,,,0,none,finishes,axis,triangular,0,right angle,reverse,HE7PK,299787,14,12185
"ObjectId(""590a18edbe56e669301b400b"")",triangular_testing,,,,,,,,,,,,,0,none,during+overlap,axis,triangular,0,right angle,reverse,HE7PK,314412,15,13353
"ObjectId(""590a18edbe56e669301b400c"")",triangular_testing,F,M,,,,,,,,,,,0,none,before+overlap,axis,triangular,0,right angle,reverse,HE7PK,356761,16,41082
"ObjectId(""590a18edbe56e669301b400d"")",triangular_testing,O,,,,,,,,,,,,0,none,during,axis,triangular,0,right angle,reverse,HE7PK,369937,17,11904
"ObjectId(""590a18edbe56e669301b400e"")",triangular_testing,4,,,,,,,,,,,,0,none,starts,axis,triangular,0,right angle,reverse,HE7PK,383178,18,11963
"ObjectId(""590a18edbe56e669301b400f"")",triangular_testing,B,C,J,,,,,,,,,,0,none,overlap+overlap,axis,triangular,0,right angle,reverse,HE7PK,409944,19,25501
"ObjectId(""590a18edbe56e669301b4010"")",linear_scaffolded,,,,,,,,,,,,,0,none,start,longmire,linear,0,right angle,reverse,HE7PK,422453,21,6796
"ObjectId(""590a18edbe56e669301b4011"")",linear_scaffolded,C,E,G,H,I,K,L,O,,,,,0,none,end,longmire,linear,0,right angle,reverse,HE7PK,468619,22,44894
"ObjectId(""590a18edbe56e669301b4012"")",linear_scaffolded,G,O,,,,,,,,,,,1,none,duration,longmire,linear,0,right angle,reverse,HE7PK,478259,23,8372
"ObjectId(""590a18edbe56e669301b4013"")",linear_scaffolded,4,,,,,,,,,,,,0,none,midpoint,longmire,linear,0,right angle,reverse,HE7PK,495838,24,16303
"ObjectId(""590a18edbe56e669301b4014"")",linear_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,linear,0,right angle,reverse,HE7PK,514115,25,16998
"ObjectId(""590a18edbe56e669301b4015"")",linear_testing,A,B,D,F,,,,,,,,,1,none,start+duration,longmire,linear,0,right angle,reverse,HE7PK,542461,26,27076
"ObjectId(""590a18edbe56e669301b4016"")",linear_testing,,,,,,,,,,,,,0,none,before+overlap,longmire,linear,0,right angle,reverse,HE7PK,559334,27,15591
"ObjectId(""590a18edbe56e669301b4017"")",linear_testing,,,,,,,,,,,,,0,none,meets,longmire,linear,0,right angle,reverse,HE7PK,582248,28,21640
"ObjectId(""590a18edbe56e669301b4018"")",linear_testing,,,,,,,,,,,,,0,none,starts+finishes,longmire,linear,0,right angle,reverse,HE7PK,590890,29,7368
"ObjectId(""590a18edbe56e669301b4019"")",linear_testing,,,,,,,,,,,,,0,none,starts,longmire,linear,0,right angle,reverse,HE7PK,605965,30,13795
"ObjectId(""590a18edbe56e669301b401a"")",linear_testing,,,,,,,,,,,,,0,none,finishes,longmire,linear,0,right angle,reverse,HE7PK,629539,31,22304
"ObjectId(""590a18edbe56e669301b401b"")",linear_testing,G,O,,,,,,,,,,,1,none,contain+duration,longmire,linear,0,right angle,reverse,HE7PK,646129,32,15310
"ObjectId(""590a18edbe56e669301b401c"")",linear_testing,G,H,J,M,N,O,,,,,,,0,none,during,longmire,linear,0,right angle,reverse,HE7PK,700052,33,52646
"ObjectId(""590a18edbe56e669301b401d"")",linear_testing,A,,,,,,,,,,,,0,none,overlap+overlap,longmire,linear,0,right angle,reverse,HE7PK,724818,34,23499
"ObjectId(""590a18edbe56e669301b401e"")",linear_testing,,,,,,,,,,,,,0,none,during+overlap,longmire,linear,0,right angle,reverse,HE7PK,764303,35,38220
"ObjectId(""590a18edbe56e669301b401f"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,right angle,reverse,HE7PK,777246,37,8975
"ObjectId(""590a18edbe56e669301b4020"")",drawingTest,C1,,,,,,,,,,,,1,none,duration,jones,none,0,right angle,reverse,HE7PK,783005,38,4479
"ObjectId(""590a18edbe56e669301b4021"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,right angle,reverse,HE7PK,787620,39,3350
