_id,block,answer__001,answer__002,answer__003,answer__004,answer__005,answer__006,answer__007,answer__008,answer__009,answer__010,answer__011,answer__012,correct,scaffold,question,scenario,graph,condition,session,experiment,subject,time_elapsed,trial_index,rt
"ObjectId(""590a18edbe56e669301b3f5b"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,linear,reverse,C1ATL,821641,39,33423
"ObjectId(""590a18edbe56e669301b3f5c"")",triangular_scaffolded,G,,,,,,,,,,,,0,none,start,axis,triangular,0,linear,reverse,U6LND,45336,5,13975
"ObjectId(""590a18edbe56e669301b3f5d"")",triangular_scaffolded,,,,,,,,,,,,,0,none,end,axis,triangular,0,linear,reverse,U6LND,64891,6,18000
"ObjectId(""590a18edbe56e669301b3f5e"")",triangular_scaffolded,A,C,E,F,G,H,I,K,L,,,,1,none,duration,axis,triangular,0,linear,reverse,U6LND,103142,7,36274
"ObjectId(""590a18edbe56e669301b3f5f"")",triangular_scaffolded,9,,,,,,,,,,,,0,none,midpoint,axis,triangular,0,linear,reverse,U6LND,128145,8,23170
"ObjectId(""590a18edbe56e669301b3f60"")",triangular_scaffolded,10,,,,,,,,,,,,0,none,start+overlap,axis,triangular,0,linear,reverse,U6LND,161696,9,30714
"ObjectId(""590a18edbe56e669301b3f61"")",triangular_testing,F,M,,,,,,,,,,,0,none,meets,axis,triangular,0,linear,reverse,U6LND,219583,10,55006
"ObjectId(""590a18edbe56e669301b3f62"")",triangular_testing,10,,,,,,,,,,,,0,none,start+duration,axis,triangular,0,linear,reverse,U6LND,238030,11,16986
"ObjectId(""590a18edbe56e669301b3f63"")",triangular_testing,,,,,,,,,,,,,0,none,finishes,axis,triangular,0,linear,reverse,U6LND,256111,12,16075
"ObjectId(""590a18edbe56e669301b3f64"")",triangular_testing,E,,,,,,,,,,,,0,none,during+overlap,axis,triangular,0,linear,reverse,U6LND,289174,13,30871
"ObjectId(""590a18edbe56e669301b3f65"")",triangular_testing,A,,,,,,,,,,,,0,none,during,axis,triangular,0,linear,reverse,U6LND,302336,14,11285
"ObjectId(""590a18edbe56e669301b3f66"")",triangular_testing,D,N,,,,,,,,,,,0,none,contain+duration,axis,triangular,0,linear,reverse,U6LND,326107,15,22412
"ObjectId(""590a18edbe56e669301b3f67"")",triangular_testing,B,,,,,,,,,,,,0,none,overlap+overlap,axis,triangular,0,linear,reverse,U6LND,340634,16,13171
"ObjectId(""590a18edbe56e669301b3f68"")",triangular_testing,4,,,,,,,,,,,,0,none,starts,axis,triangular,0,linear,reverse,U6LND,363733,17,21336
"ObjectId(""590a18edbe56e669301b3f69"")",triangular_testing,F,M,,,,,,,,,,,0,none,before+overlap,axis,triangular,0,linear,reverse,U6LND,411438,18,46274
"ObjectId(""590a18edbe56e669301b3f6a"")",triangular_testing,,,,,,,,,,,,,0,none,starts+finishes,axis,triangular,0,linear,reverse,U6LND,421598,19,8654
"ObjectId(""590a18edbe56e669301b3f6b"")",linear_scaffolded,,,,,,,,,,,,,0,none,start,longmire,linear,0,linear,reverse,U6LND,439054,21,7901
"ObjectId(""590a18edbe56e669301b3f6c"")",linear_scaffolded,M,N,,,,,,,,,,,0,none,end,longmire,linear,0,linear,reverse,U6LND,459588,22,19059
"ObjectId(""590a18edbe56e669301b3f6d"")",linear_scaffolded,G,O,,,,,,,,,,,1,none,duration,longmire,linear,0,linear,reverse,U6LND,472017,23,11061
"ObjectId(""590a18edbe56e669301b3f6e"")",linear_scaffolded,4,,,,,,,,,,,,0,none,midpoint,longmire,linear,0,linear,reverse,U6LND,499257,24,25873
"ObjectId(""590a18edbe56e669301b3f6f"")",linear_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,linear,0,linear,reverse,U6LND,513506,25,11940
"ObjectId(""590a18edbe56e669301b3f70"")",linear_testing,B,F,,,,,,,,,,,0,none,contain+duration,longmire,linear,0,linear,reverse,U6LND,565528,26,50659
"ObjectId(""590a18edbe56e669301b3f71"")",linear_testing,A,B,D,F,,,,,,,,,0,none,before+overlap,longmire,linear,0,linear,reverse,U6LND,610652,27,43111
"ObjectId(""590a18edbe56e669301b3f72"")",linear_testing,,,,,,,,,,,,,0,none,finishes,longmire,linear,0,linear,reverse,U6LND,636534,28,23774
"ObjectId(""590a18edbe56e669301b3f73"")",linear_testing,A,B,D,F,,,,,,,,,1,none,start+duration,longmire,linear,0,linear,reverse,U6LND,664510,29,26600
"ObjectId(""590a18edbe56e669301b3f74"")",linear_testing,E,,,,,,,,,,,,0,none,during+overlap,longmire,linear,0,linear,reverse,U6LND,684227,30,18320
"ObjectId(""590a18edbe56e669301b3f75"")",linear_testing,,,,,,,,,,,,,0,none,starts+finishes,longmire,linear,0,linear,reverse,U6LND,698599,31,12949
"ObjectId(""590a18edbe56e669301b3f76"")",linear_testing,O,,,,,,,,,,,,1,none,meets,longmire,linear,0,linear,reverse,U6LND,715114,32,15008
"ObjectId(""590a18edbe56e669301b3f77"")",linear_testing,A,,,,,,,,,,,,0,none,overlap+overlap,longmire,linear,0,linear,reverse,U6LND,744333,33,27278
"ObjectId(""590a18edbe56e669301b3f78"")",linear_testing,,,,,,,,,,,,,0,none,starts,longmire,linear,0,linear,reverse,U6LND,764012,34,17841
"ObjectId(""590a18edbe56e669301b3f79"")",linear_testing,B,C,F,G,H,I,J,K,L,M,N,O,0,none,during,longmire,linear,0,linear,reverse,U6LND,853982,35,88590
"ObjectId(""590a18edbe56e669301b3f7a"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,linear,reverse,U6LND,869559,37,7440
"ObjectId(""590a18edbe56e669301b3f7b"")",drawingTest,,,,,,,,,,,,,0,none,duration,jones,none,0,linear,reverse,U6LND,875724,38,4809
"ObjectId(""590a18edbe56e669301b3f7c"")",drawingTest,,,,,,,,,,,,,0,none,overlap,jones,none,0,linear,reverse,U6LND,877692,39,571
"ObjectId(""590a18edbe56e669301b3f7d"")",triangular_scaffolded,C,D,L,,,,,,,,,,1,none,start,longmire,triangular,0,expert,reverse,FU8S3,197691,5,17322
"ObjectId(""590a18edbe56e669301b3f7e"")",triangular_scaffolded,H,J,K,L,M,N,O,,,,,,1,none,end,longmire,triangular,0,expert,reverse,FU8S3,226647,6,27636
"ObjectId(""590a18edbe56e669301b3f7f"")",triangular_scaffolded,G,O,,,,,,,,,,,1,none,duration,longmire,triangular,0,expert,reverse,FU8S3,234868,7,6920
"ObjectId(""590a18edbe56e669301b3f80"")",triangular_scaffolded,1,,,,,,,,,,,,1,none,midpoint,longmire,triangular,0,expert,reverse,FU8S3,245292,8,9106
"ObjectId(""590a18edbe56e669301b3f81"")",triangular_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,triangular,0,expert,reverse,FU8S3,259311,9,12683
"ObjectId(""590a18edbe56e669301b3f82"")",triangular_testing,B,C,D,F,G,,,,,,,,1,none,during,longmire,triangular,0,expert,reverse,FU8S3,303728,10,43114
"ObjectId(""590a18edbe56e669301b3f83"")",triangular_testing,6,8,,,,,,,,,,,1,none,starts,longmire,triangular,0,expert,reverse,FU8S3,328321,11,14016
"ObjectId(""590a18edbe56e669301b3f84"")",triangular_testing,K,L,,,,,,,,,,,1,none,during+overlap,longmire,triangular,0,expert,reverse,FU8S3,378109,12,48412
"ObjectId(""590a18edbe56e669301b3f85"")",triangular_testing,4,5,,,,,,,,,,,1,none,finishes,longmire,triangular,0,expert,reverse,FU8S3,393862,13,14451
"ObjectId(""590a18edbe56e669301b3f86"")",triangular_testing,G,O,,,,,,,,,,,1,none,contain+duration,longmire,triangular,0,expert,reverse,FU8S3,437512,14,42338
"ObjectId(""590a18edbe56e669301b3f87"")",triangular_testing,A,M,N,,,,,,,,,,1,none,overlap+overlap,longmire,triangular,0,expert,reverse,FU8S3,455628,15,16812
"ObjectId(""590a18edbe56e669301b3f88"")",triangular_testing,A,B,C,D,F,I,,,,,,,1,none,before+overlap,longmire,triangular,0,expert,reverse,FU8S3,492435,16,35495
"ObjectId(""590a18edbe56e669301b3f89"")",triangular_testing,C,,,,,,,,,,,,1,none,starts+finishes,longmire,triangular,0,expert,reverse,FU8S3,503840,17,10091
"ObjectId(""590a18edbe56e669301b3f8a"")",triangular_testing,A,B,D,F,,,,,,,,,1,none,start+duration,longmire,triangular,0,expert,reverse,FU8S3,543314,18,38171
"ObjectId(""590a18edbe56e669301b3f8b"")",triangular_testing,O,,,,,,,,,,,,1,none,meets,longmire,triangular,0,expert,reverse,FU8S3,551963,19,7302
"ObjectId(""590a18edbe56e669301b3f8c"")",linear_scaffolded,H,O,,,,,,,,,,,1,none,start,axis,linear,0,expert,reverse,FU8S3,569599,21,14064
"ObjectId(""590a18edbe56e669301b3f8d"")",linear_scaffolded,4,,,,,,,,,,,,1,none,end,axis,linear,0,expert,reverse,FU8S3,578756,22,7849
"ObjectId(""590a18edbe56e669301b3f8e"")",linear_scaffolded,A,C,E,F,G,H,I,K,L,,,,1,none,duration,axis,linear,0,expert,reverse,FU8S3,614338,23,34273
"ObjectId(""590a18edbe56e669301b3f8f"")",linear_scaffolded,8,,,,,,,,,,,,1,none,midpoint,axis,linear,0,expert,reverse,FU8S3,626012,24,10367
"ObjectId(""590a18edbe56e669301b3f90"")",linear_scaffolded,7,,,,,,,,,,,,1,none,start+overlap,axis,linear,0,expert,reverse,FU8S3,643371,25,16053
"ObjectId(""590a18edbe56e669301b3f91"")",linear_testing,F,G,M,O,,,,,,,,,1,none,before+overlap,axis,linear,0,expert,reverse,FU8S3,672021,26,27347
"ObjectId(""590a18edbe56e669301b3f92"")",linear_testing,A,B,C,E,F,G,J,,,,,,0,none,overlap+overlap,axis,linear,0,expert,reverse,FU8S3,699147,27,25814
"ObjectId(""590a18edbe56e669301b3f93"")",linear_testing,G,,,,,,,,,,,,1,none,starts+finishes,axis,linear,0,expert,reverse,FU8S3,711604,28,11151
"ObjectId(""590a18edbe56e669301b3f94"")",linear_testing,D,M,N,O,,,,,,,,,1,none,contain+duration,axis,linear,0,expert,reverse,FU8S3,737166,29,24252
"ObjectId(""590a18edbe56e669301b3f95"")",linear_testing,G,O,,,,,,,,,,,1,none,finishes,axis,linear,0,expert,reverse,FU8S3,749121,30,10653
"ObjectId(""590a18edbe56e669301b3f96"")",linear_testing,4,,,,,,,,,,,,0,none,start+duration,axis,linear,0,expert,reverse,FU8S3,759936,31,9513
"ObjectId(""590a18edbe56e669301b3f97"")",linear_testing,G,,,,,,,,,,,,1,none,meets,axis,linear,0,expert,reverse,FU8S3,782544,32,21305
"ObjectId(""590a18edbe56e669301b3f98"")",linear_testing,F,M,O,,,,,,,,,,1,none,during,axis,linear,0,expert,reverse,FU8S3,801837,33,17979
"ObjectId(""590a18edbe56e669301b3f99"")",linear_testing,A,,,,,,,,,,,,1,none,during+overlap,axis,linear,0,expert,reverse,FU8S3,820133,34,16990
"ObjectId(""590a18edbe56e669301b3f9a"")",linear_testing,5,,,,,,,,,,,,0,none,starts,axis,linear,0,expert,reverse,FU8S3,849418,35,27979
"ObjectId(""590a18edbe56e669301b3f9b"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,expert,reverse,FU8S3,857427,37,5029
"ObjectId(""590a18edbe56e669301b3f9c"")",drawingTest,C1,,,,,,,,,,,,1,none,duration,jones,none,0,expert,reverse,FU8S3,866256,38,7529
"ObjectId(""590a18edbe56e669301b3f9d"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,expert,reverse,FU8S3,871437,39,3883
"ObjectId(""590a18edbe56e669301b3f9e"")",triangular_scaffolded,,,,,,,,,,,,,0,none,start,longmire,triangular,0,right,reverse,WE6V7,17526,5,2464
"ObjectId(""590a18edbe56e669301b3f9f"")",triangular_scaffolded,H,J,K,L,M,N,O,,,,,,1,none,end,longmire,triangular,0,right,reverse,WE6V7,41195,6,22350
"ObjectId(""590a18edbe56e669301b3fa0"")",triangular_scaffolded,G,O,,,,,,,,,,,1,none,duration,longmire,triangular,0,right,reverse,WE6V7,68497,7,26006
"ObjectId(""590a18edbe56e669301b3fa1"")",triangular_scaffolded,,,,,,,,,,,,,0,none,midpoint,longmire,triangular,0,right,reverse,WE6V7,76722,8,6933
"ObjectId(""590a18edbe56e669301b3fa2"")",triangular_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,triangular,0,right,reverse,WE6V7,85198,9,7173
"ObjectId(""590a18edbe56e669301b3fa3"")",triangular_testing,L,,,,,,,,,,,,0,none,meets,longmire,triangular,0,right,reverse,WE6V7,112461,10,25966
"ObjectId(""590a18edbe56e669301b3fa4"")",triangular_testing,,,,,,,,,,,,,0,none,finishes,longmire,triangular,0,right,reverse,WE6V7,118787,11,5006
"ObjectId(""590a18edbe56e669301b3fa5"")",triangular_testing,A,B,D,F,,,,,,,,,1,none,start+duration,longmire,triangular,0,right,reverse,WE6V7,140502,12,20385
"ObjectId(""590a18edbe56e669301b3fa6"")",triangular_testing,C,F,G,H,I,J,K,L,O,,,,0,none,during,longmire,triangular,0,right,reverse,WE6V7,181323,13,39517
"ObjectId(""590a18edbe56e669301b3fa7"")",triangular_testing,A,B,C,D,F,I,,,,,,,1,none,before+overlap,longmire,triangular,0,right,reverse,WE6V7,214845,14,32175
"ObjectId(""590a18edbe56e669301b3fa8"")",triangular_testing,A,C,F,M,N,,,,,,,,0,none,overlap+overlap,longmire,triangular,0,right,reverse,WE6V7,260212,15,44073
"ObjectId(""590a18edbe56e669301b3fa9"")",triangular_testing,,,,,,,,,,,,,0,none,during+overlap,longmire,triangular,0,right,reverse,WE6V7,282356,16,20778
"ObjectId(""590a18edbe56e669301b3faa"")",triangular_testing,,,,,,,,,,,,,0,none,starts+finishes,longmire,triangular,0,right,reverse,WE6V7,299967,17,16252
"ObjectId(""590a18edbe56e669301b3fab"")",triangular_testing,B,F,,,,,,,,,,,0,none,contain+duration,longmire,triangular,0,right,reverse,WE6V7,315640,18,14352
"ObjectId(""590a18edbe56e669301b3fac"")",triangular_testing,,,,,,,,,,,,,0,none,starts,longmire,triangular,0,right,reverse,WE6V7,328290,19,11335
"ObjectId(""590a18edbe56e669301b3fad"")",linear_scaffolded,H,O,,,,,,,,,,,1,none,start,axis,linear,0,right,reverse,WE6V7,397822,21,13805
"ObjectId(""590a18edbe56e669301b3fae"")",linear_scaffolded,4,,,,,,,,,,,,1,none,end,axis,linear,0,right,reverse,WE6V7,406606,22,7466
"ObjectId(""590a18edbe56e669301b3faf"")",linear_scaffolded,A,C,E,F,G,H,I,K,L,,,,1,none,duration,axis,linear,0,right,reverse,WE6V7,433658,23,25701
"ObjectId(""590a18edbe56e669301b3fb0"")",linear_scaffolded,8,,,,,,,,,,,,1,none,midpoint,axis,linear,0,right,reverse,WE6V7,441199,24,6228
"ObjectId(""590a18edbe56e669301b3fb1"")",linear_scaffolded,7,,,,,,,,,,,,1,none,start+overlap,axis,linear,0,right,reverse,WE6V7,457238,25,14715
"ObjectId(""590a18edbe56e669301b3fb2"")",linear_testing,F,M,O,,,,,,,,,,1,none,during,axis,linear,0,right,reverse,WE6V7,473088,26,14490
"ObjectId(""590a18edbe56e669301b3fb3"")",linear_testing,G,,,,,,,,,,,,1,none,meets,axis,linear,0,right,reverse,WE6V7,484421,27,10002
"ObjectId(""590a18edbe56e669301b3fb4"")",linear_testing,F,G,M,O,,,,,,,,,1,none,before+overlap,axis,linear,0,right,reverse,WE6V7,520345,28,34184
"ObjectId(""590a18edbe56e669301b3fb5"")",linear_testing,6,,,,,,,,,,,,1,none,starts,axis,linear,0,right,reverse,WE6V7,535666,29,14006
"ObjectId(""590a18edbe56e669301b3fb6"")",linear_testing,A,B,C,E,F,G,J,,,,,,0,none,overlap+overlap,axis,linear,0,right,reverse,WE6V7,564353,30,27366
"ObjectId(""590a18edbe56e669301b3fb7"")",linear_testing,G,,,,,,,,,,,,1,none,starts+finishes,axis,linear,0,right,reverse,WE6V7,573451,31,7783
"ObjectId(""590a18edbe56e669301b3fb8"")",linear_testing,4,,,,,,,,,,,,0,none,start+duration,axis,linear,0,right,reverse,WE6V7,584698,32,9913
"ObjectId(""590a18edbe56e669301b3fb9"")",linear_testing,D,M,N,O,,,,,,,,,1,none,contain+duration,axis,linear,0,right,reverse,WE6V7,607973,33,21966
"ObjectId(""590a18edbe56e669301b3fba"")",linear_testing,G,O,,,,,,,,,,,1,none,finishes,axis,linear,0,right,reverse,WE6V7,618092,34,8811
"ObjectId(""590a18edbe56e669301b3fbb"")",linear_testing,A,,,,,,,,,,,,1,none,during+overlap,axis,linear,0,right,reverse,WE6V7,634231,35,14814
"ObjectId(""590a18edbe56e669301b3fbc"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,right,reverse,WE6V7,643384,37,5925
"ObjectId(""590a18edbe56e669301b3fbd"")",drawingTest,C1,,,,,,,,,,,,1,none,duration,jones,none,0,right,reverse,WE6V7,647436,38,2754
"ObjectId(""590a18edbe56e669301b3fbe"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,right,reverse,WE6V7,651866,39,3126
"ObjectId(""590a18edbe56e669301b3fbf"")",linear_scaffolded,C,D,L,,,,,,,,,,1,none,start,longmire,linear,0,expert,experiment,J8U9D,1127366,5,21281
"ObjectId(""590a18edbe56e669301b3fc0"")",linear_scaffolded,H,J,K,L,M,N,O,,,,,,1,none,end,longmire,linear,0,expert,experiment,J8U9D,1174413,6,45649
"ObjectId(""590a18edbe56e669301b3fc1"")",linear_scaffolded,G,O,,,,,,,,,,,1,none,duration,longmire,linear,0,expert,experiment,J8U9D,1224604,7,48837
"ObjectId(""590a18edbe56e669301b3fc2"")",linear_scaffolded,1,,,,,,,,,,,,1,none,midpoint,longmire,linear,0,expert,experiment,J8U9D,1273531,8,47599
"ObjectId(""590a18edbe56e669301b3fc3"")",linear_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,linear,0,expert,experiment,J8U9D,1290136,9,15293
"ObjectId(""590a18edbe56e669301b3fc4"")",linear_testing,O,,,,,,,,,,,,1,none,meets,longmire,linear,0,expert,experiment,J8U9D,1310321,10,18876
"ObjectId(""590a18edbe56e669301b3fc5"")",linear_testing,A,B,D,F,,,,,,,,,1,none,start+duration,longmire,linear,0,expert,experiment,J8U9D,1370490,11,58846
"ObjectId(""590a18edbe56e669301b3fc6"")",linear_testing,6,8,,,,,,,,,,,1,none,starts,longmire,linear,0,expert,experiment,J8U9D,1435243,12,63201
"ObjectId(""590a18edbe56e669301b3fc7"")",linear_testing,C,,,,,,,,,,,,1,none,starts+finishes,longmire,linear,0,expert,experiment,J8U9D,1470028,13,33245
"ObjectId(""590a18edbe56e669301b3fc8"")",linear_testing,B,F,,,,,,,,,,,0,none,contain+duration,longmire,linear,0,expert,experiment,J8U9D,1611285,14,139905
"ObjectId(""590a18edbe56e669301b3fc9"")",linear_testing,B,C,D,F,G,H,I,J,K,L,O,,0,none,during,longmire,linear,0,expert,experiment,J8U9D,1931022,15,318187
"ObjectId(""590a18edbe56e669301b3fca"")",linear_testing,K,L,,,,,,,,,,,1,none,during+overlap,longmire,linear,0,expert,experiment,J8U9D,1983608,16,51055
"ObjectId(""590a18edbe56e669301b3fcb"")",linear_testing,A,B,C,D,F,I,,,,,,,1,none,before+overlap,longmire,linear,0,expert,experiment,J8U9D,2039800,17,54856
"ObjectId(""590a18edbe56e669301b3fcc"")",linear_testing,A,M,N,,,,,,,,,,1,none,overlap+overlap,longmire,linear,0,expert,experiment,J8U9D,2077029,18,35913
"ObjectId(""590a18edbe56e669301b3fcd"")",linear_testing,4,5,,,,,,,,,,,1,none,finishes,longmire,linear,0,expert,experiment,J8U9D,2168080,19,89706
"ObjectId(""590a18edbe56e669301b3fce"")",triangular_scaffolded,H,O,,,,,,,,,,,1,none,start,axis,triangular,0,expert,experiment,J8U9D,2185258,21,11699
"ObjectId(""590a18edbe56e669301b3fcf"")",triangular_scaffolded,4,,,,,,,,,,,,1,none,end,axis,triangular,0,expert,experiment,J8U9D,2192033,22,5453
"ObjectId(""590a18edbe56e669301b3fd0"")",triangular_scaffolded,A,C,E,F,G,H,I,K,L,,,,1,none,duration,axis,triangular,0,expert,experiment,J8U9D,2224624,23,31260
"ObjectId(""590a18edbe56e669301b3fd1"")",triangular_scaffolded,8,,,,,,,,,,,,1,none,midpoint,axis,triangular,0,expert,experiment,J8U9D,2244060,24,18119
"ObjectId(""590a18edbe56e669301b3fd2"")",triangular_scaffolded,8,,,,,,,,,,,,0,none,start+overlap,axis,triangular,0,expert,experiment,J8U9D,2285265,25,39881
"ObjectId(""590a18edbe56e669301b3fd3"")",triangular_testing,A,,,,,,,,,,,,1,none,during+overlap,axis,triangular,0,expert,experiment,J8U9D,2340601,26,53987
"ObjectId(""590a18edbe56e669301b3fd4"")",triangular_testing,6,,,,,,,,,,,,1,none,starts,axis,triangular,0,expert,experiment,J8U9D,2363468,27,21551
"ObjectId(""590a18edbe56e669301b3fd5"")",triangular_testing,D,M,N,O,,,,,,,,,1,none,contain+duration,axis,triangular,0,expert,experiment,J8U9D,2407477,28,42517
"ObjectId(""590a18edbe56e669301b3fd6"")",triangular_testing,G,O,,,,,,,,,,,1,none,finishes,axis,triangular,0,expert,experiment,J8U9D,2420752,29,11924
"ObjectId(""590a18edbe56e669301b3fd7"")",triangular_testing,G,,,,,,,,,,,,1,none,meets,axis,triangular,0,expert,experiment,J8U9D,2473826,30,51743
"ObjectId(""590a18edbe56e669301b3fd8"")",triangular_testing,G,,,,,,,,,,,,1,none,starts+finishes,axis,triangular,0,expert,experiment,J8U9D,2484854,31,9659
"ObjectId(""590a18edbe56e669301b3fd9"")",triangular_testing,9,,,,,,,,,,,,1,none,start+duration,axis,triangular,0,expert,experiment,J8U9D,2517634,32,31462
"ObjectId(""590a18edbe56e669301b3fda"")",triangular_testing,F,G,M,O,,,,,,,,,1,none,before+overlap,axis,triangular,0,expert,experiment,J8U9D,2577200,33,58239
"ObjectId(""590a18edbe56e669301b3fdb"")",triangular_testing,F,M,O,,,,,,,,,,1,none,during,axis,triangular,0,expert,experiment,J8U9D,2608595,34,30059
"ObjectId(""590a18edbe56e669301b3fdc"")",triangular_testing,A,B,C,E,J,,,,,,,,1,none,overlap+overlap,axis,triangular,0,expert,experiment,J8U9D,2666205,35,56291
"ObjectId(""590a18edbe56e669301b3fdd"")",instructions_drawing,,,,,,,,,,,,,,,,,,0,expert,experiment,J8U9D,2676857,37,6708
"ObjectId(""590a18edbe56e669301b3fde"")",drawingTest,C1,,,,,,,,,,,,1,none,duration,jones,none,0,expert,experiment,J8U9D,2799015,38,120835
"ObjectId(""590a18edbe56e669301b3fdf"")",drawingTest,Chris,3-4pm,,,,,,,,,,,1,none,overlap,jones,none,0,expert,experiment,J8U9D,2839050,39,38576
"ObjectId(""590a18edbe56e669301b3fe0"")",triangular_scaffolded,,,,,,,,,,,,,0,none,start,longmire,triangular,0,right,reverse,UMZCQ,640716,5,19276
"ObjectId(""590a18edbe56e669301b3fe1"")",triangular_scaffolded,H,J,K,L,M,N,O,,,,,,1,none,end,longmire,triangular,0,right,reverse,UMZCQ,686409,6,44316
"ObjectId(""590a18edbe56e669301b3fe2"")",triangular_scaffolded,,,,,,,,,,,,,0,none,duration,longmire,triangular,0,right,reverse,UMZCQ,762972,7,75053
"ObjectId(""590a18edbe56e669301b3fe3"")",triangular_scaffolded,2,,,,,,,,,,,,0,none,midpoint,longmire,triangular,0,right,reverse,UMZCQ,791241,8,26786
"ObjectId(""590a18edbe56e669301b3fe4"")",triangular_scaffolded,A,,,,,,,,,,,,1,none,start+overlap,longmire,triangular,0,right,reverse,UMZCQ,813571,9,20981
"ObjectId(""590a18edbe56e669301b3fe5"")",triangular_testing,A,B,C,D,F,,,,,,,,0,none,start+duration,longmire,triangular,0,right,reverse,UMZCQ,874527,10,59613
"ObjectId(""590a18edbe56e669301b3fe6"")",triangular_testing,4,5,,,,,,,,,,,1,none,finishes,longmire,triangular,0,right,reverse,UMZCQ,898240,11,22265
"ObjectId(""590a18edbe56e669301b3fe7"")",triangular_testing,B,F,,,,,,,,,,,0,none,contain+duration,longmire,triangular,0,right,reverse,UMZCQ,962735,12,63153
"ObjectId(""590a18edbe56e669301b3fe8"")",triangular_testing,A,B,C,D,F,I,M,,,,,,0,none,before+overlap,longmire,triangular,0,right,reverse,UMZCQ,1017215,13,53052
"ObjectId(""590a18edbe56e669301b3fe9"")",triangular_testing,C,F,G,H,I,L,O,,,,,,0,none,during,longmire,triangular,0,right,reverse,UMZCQ,1140069,14,121439
"ObjectId(""590a18edbe56e669301b3fea"")",triangular_testing,,,,,,,,,,,,,0,none,during+overlap,longmire,triangular,0,right,reverse,UMZCQ,1263664,15,122166
"ObjectId(""590a18edbe56e669301b3feb"")",triangular_testing,,,,,,,,,,,,,0,none,starts+finishes,longmire,triangular,0,right,reverse,UMZCQ,1278785,16,13670
"ObjectId(""590a18edbe56e669301b3fec"")",triangular_testing,,,,,,,,,,,,,0,none,starts,longmire,triangular,0,right,reverse,UMZCQ,1300258,17,20134
"ObjectId(""590a18edbe56e669301b3fed"")",triangular_testing,,,,,,,,,,,,,0,none,meets,longmire,triangular,0,right,reverse,UMZCQ,1318835,18,17242
"ObjectId(""590a18edbe56e669301b3fee"")",triangular_testing,A,C,F,M,N,,,,,,,,0,none,overlap+overlap,longmire,triangular,0,right,reverse,UMZCQ,1402068,19,81848
"ObjectId(""590a18edbe56e669301b3fef"")",linear_scaffolded,H,O,,,,,,,,,,,1,none,start,axis,linear,0,right,reverse,UMZCQ,1423381,21,16953
"ObjectId(""590a18edbe56e669301b3ff0"")",linear_scaffolded,4,,,,,,,,,,,,1,none,end,axis,linear,0,right,reverse,UMZCQ,1432063,22,7247
"ObjectId(""590a18edbe56e669301b3ff1"")",linear_scaffolded,A,C,E,F,G,H,I,L,,,,,0,none,duration,axis,linear,0,right,reverse,UMZCQ,1480297,23,46920
"ObjectId(""590a18edbe56e669301b3ff2"")",linear_scaffolded,8,,,,,,,,,,,,1,none,midpoint,axis,linear,0,right,reverse,UMZCQ,1510247,24,28590
"ObjectId(""590a18edbe56e669301b3ff3"")",linear_scaffolded,7,,,,,,,,,,,,1,none,start+overlap,axis,linear,0,right,reverse,UMZCQ,1527166,25,15593
"ObjectId(""590a18edbe56e669301b3ff4"")",linear_testing,A,B,C,E,J,,,,,,,,1,none,overlap+overlap,axis,linear,0,right,reverse,UMZCQ,1591606,26,62925
"ObjectId(""590a18edbe56e669301b3ff5"")",linear_testing,G,,,,,,,,,,,,1,none,meets,axis,linear,0,right,reverse,UMZCQ,1619950,27,26818
"ObjectId(""590a18edbe56e669301b3ff6"")",linear_testing,9,,,,,,,,,,,,1,none,start+duration,axis,linear,0,right,reverse,UMZCQ,1638904,28,17613
"ObjectId(""590a18edbe56e669301b3ff7"")",linear_testing,G,O,,,,,,,,,,,1,none,finishes,axis,linear,0,right,reverse,UMZCQ,1654478,29,14189
"ObjectId(""590a18edbe56e669301b3ff8"")",linear_testing,A,,,,,,,,,,,,1,none,during+overlap,axis,linear,0,right,reverse,UMZCQ,1697091,30,41305
"ObjectId(""590a18edbe56e669301b3ff9"")",linear_testing,F,M,O,,,,,,,,,,1,none,during,axis,linear,0,right,reverse,UMZCQ,1735659,31,37246
"ObjectId(""590a18edbe56e669301b3ffa"")",linear_testing,G,,,,,,,,,,,,1,none,starts+finishes,axis,linear,0,right,reverse,UMZCQ,1759236,32,22261
"ObjectId(""590a18edbe56e669301b3ffb"")",linear_testing,D,M,N,O,,,,,,,,,1,none,contain+duration,axis,linear,0,right,reverse,UMZCQ,1829685,33,69119
"ObjectId(""590a18edbe56e669301b3ffc"")",linear_testing,F,G,M,O,,,,,,,,,1,none,before+overlap,axis,linear,0,right,reverse,UMZCQ,1921232,34,89667
